PMCID,Sentence,NER_Tags,Topics
PMC11443877,"1 (A) Intersection of MAGMA, TWAS, PWAS in this study; (B) SLC30A9 is expressed in CSEA-DB database: (B1) SLC30A9 is expressed in bodily tissues; (B2) SLC30A9 is expressed in Brain cells.","(22, 27, 'MAGMA', 'magma-pipeline')",Bioinformatics
PMC11443877, Supplementary Material 3: Table S1 Genes Significantly Associated with ASD Identified by MAGMA; Table S2 Functional Pathways Enriched in ASD Pathogenesis; Table S3 Genes Significantly Associated with ASD Identified by TWAS; Table S4 Genetic Correlation Between ASD and Other Mental Disorders Identified by LDSC ,"(90, 95, 'MAGMA', 'magma-pipeline')",Bioinformatics
PMC11443877," (A) Intersection of MAGMA, TWAS, PWAS in this study; (B) SLC30A9 is expressed in CSEA-DB database: (B1) SLC30A9 is expressed in bodily tissues; (B2) SLC30A9 is expressed in Brain cells.","(21, 26, 'MAGMA', 'magma-pipeline')",Bioinformatics
PMC11336650,"We tested for enrichment of drug-gene interactions using three approaches: MAGMA, Gene Co-regulation Score Regression (GCSC), and TWAS-based Gene Set Enrichment Analysis (TWAS-GSEA).","(75, 80, 'MAGMA', 'magma-pipeline')",Bioinformatics
PMC11336650,"4ATC enrichment for ALS based on results of MAGMA, GCSC and TWAS-GSEA.","(44, 49, 'MAGMA', 'magma-pipeline')",Bioinformatics
PMC11336650,"MAGMA estimates gene associations by calculating the mean association of variants within gene regions, accounting for LD using Brown's method.","(0, 5, 'MAGMA', 'magma-pipeline')",Bioinformatics
PMC11532359,"First, scDRSs were calculated for each single cell in the scRNA-seq data (n = 50,059) in two settings, i.e., unweighted and weighted (by MAGMA z-scores, see Methods).","(137, 142, 'MAGMA', 'magma-pipeline')",Bioinformatics
PMC11532359,"For all of these genes, z-scores were retrieved from the MAGMA output file from Welzenbach et al.","(57, 62, 'MAGMA', 'magma-pipeline')",Bioinformatics
PMC11532359,None of these genes showed significance in the MAGMA gene-based test in Welzenbach et al.,"(47, 52, 'MAGMA', 'magma-pipeline')",Bioinformatics
PMC11466226,"In the Botanical Information and Ecology Network case where the taxon hierarchy was obtained through the R package BIEN, the hierarchy model was available as an object of the class ape::phylo.","(181, 184, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11466226,Terminology of tree elements used in this paper.,"(43, 46, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11466226,"To objectify the selection of the included platforms, we used 12 well-established biodiversity databases as a basis according to the paper of Feng et al.","(134, 137, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11416023,"Within the ApE fraction (Table 5), 10,12-tricosadiynoic acid, 1-octadecene, and 4-camphenylbutan-2-one were each observed twice, while 1-heneicosanol appeared three times, resulting in a total of 44 identified compounds; notably, 32 were exclusive to this fraction, with 1 compound overlapping with ApC and 2 with ApH.","(11, 14, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11416023,"Cells were incubated at 37 ˚C and 5% CO2 for 24 h, and thereafter cells received treatment with fresh medium containing 200 µg/ml ApC, ApH, ApE, and ApW fractions for 48 h.","(140, 143, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11416023,"ApC (A), ApH (B), ApE (C), and DXR (D) at increasing concentrations (6.25–200 µg/ml) were exposed to non-cancerous Vero cells, and cell viability was evaluated by the MTT assay after 48 h.","(18, 21, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11406850,"EV size and shape were obtained by NTA, iNTA, SEM and TEM.","(14, 17, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11406850,"Moreover, EVs were characterized in terms of shape, size and concentration using classic TEM, SEM and NTA analyses and advanced interferometric NTA.","(47, 50, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11406850,"Its function in translational initiation regulationRPL26Top100Component of the 60S subunitApe-novel-miR-65No matchesHSP90AA1Top100Inducible molecular chaperone that promotes the maturation, structural maintenance and proper regulation of specific target proteins involved in cell cycle control and signal transduction; diseases associated with HSP90AA1 include hepatocellular carcinomaRPL27ATop100Part of ribosomal 60S Variable expression of this gene in colorectal cancers compared to adjacent normal tissues has been observed, although no correlation between the level of expression and the severity of the disease has been foundGPR17Trend upG protein-coupled receptor activity and chemokine receptor activityApe-novel-miR-27No matchesSCDFatty acid biosynthesis, primarily the synthesis of oleic acid of hemidesmosomes, multiprotein complexes at the dermal-epidermal basement membrane zone that mediate adhesion of keratinocytes to the underlying membraneCOL17A1Alpha chain of type XVII collagen, structural component of hemidesmosomesApe-novel-miR-19hsa-miR-4502CEP55Plays a role in mitotic exit and cytokinesisApe-lin-4-5phsa-miR-7976EPHB2*Member of the Eph receptor family of receptor tyrosine kinase transmembrane glycoproteins.","(90, 93, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11406850,"Its function in translational initiation regulationRPL26Top100Component of the 60S subunitApe-novel-miR-65No matchesHSP90AA1Top100Inducible molecular chaperone that promotes the maturation, structural maintenance and proper regulation of specific target proteins involved in cell cycle control and signal transduction; diseases associated with HSP90AA1 include hepatocellular carcinomaRPL27ATop100Part of ribosomal 60S Variable expression of this gene in colorectal cancers compared to adjacent normal tissues has been observed, although no correlation between the level of expression and the severity of the disease has been foundGPR17Trend upG protein-coupled receptor activity and chemokine receptor activityApe-novel-miR-27No matchesSCDFatty acid biosynthesis, primarily the synthesis of oleic acid of hemidesmosomes, multiprotein complexes at the dermal-epidermal basement membrane zone that mediate adhesion of keratinocytes to the underlying membraneCOL17A1Alpha chain of type XVII collagen, structural component of hemidesmosomesApe-novel-miR-19hsa-miR-4502CEP55Plays a role in mitotic exit and cytokinesisApe-lin-4-5phsa-miR-7976EPHB2*Member of the Eph receptor family of receptor tyrosine kinase transmembrane glycoproteins.","(711, 714, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11406850,"Its function in translational initiation regulationRPL26Top100Component of the 60S subunitApe-novel-miR-65No matchesHSP90AA1Top100Inducible molecular chaperone that promotes the maturation, structural maintenance and proper regulation of specific target proteins involved in cell cycle control and signal transduction; diseases associated with HSP90AA1 include hepatocellular carcinomaRPL27ATop100Part of ribosomal 60S Variable expression of this gene in colorectal cancers compared to adjacent normal tissues has been observed, although no correlation between the level of expression and the severity of the disease has been foundGPR17Trend upG protein-coupled receptor activity and chemokine receptor activityApe-novel-miR-27No matchesSCDFatty acid biosynthesis, primarily the synthesis of oleic acid of hemidesmosomes, multiprotein complexes at the dermal-epidermal basement membrane zone that mediate adhesion of keratinocytes to the underlying membraneCOL17A1Alpha chain of type XVII collagen, structural component of hemidesmosomesApe-novel-miR-19hsa-miR-4502CEP55Plays a role in mitotic exit and cytokinesisApe-lin-4-5phsa-miR-7976EPHB2*Member of the Eph receptor family of receptor tyrosine kinase transmembrane glycoproteins.","(1037, 1040, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11406850,"Its function in translational initiation regulationRPL26Top100Component of the 60S subunitApe-novel-miR-65No matchesHSP90AA1Top100Inducible molecular chaperone that promotes the maturation, structural maintenance and proper regulation of specific target proteins involved in cell cycle control and signal transduction; diseases associated with HSP90AA1 include hepatocellular carcinomaRPL27ATop100Part of ribosomal 60S Variable expression of this gene in colorectal cancers compared to adjacent normal tissues has been observed, although no correlation between the level of expression and the severity of the disease has been foundGPR17Trend upG protein-coupled receptor activity and chemokine receptor activityApe-novel-miR-27No matchesSCDFatty acid biosynthesis, primarily the synthesis of oleic acid of hemidesmosomes, multiprotein complexes at the dermal-epidermal basement membrane zone that mediate adhesion of keratinocytes to the underlying membraneCOL17A1Alpha chain of type XVII collagen, structural component of hemidesmosomesApe-novel-miR-19hsa-miR-4502CEP55Plays a role in mitotic exit and cytokinesisApe-lin-4-5phsa-miR-7976EPHB2*Member of the Eph receptor family of receptor tyrosine kinase transmembrane glycoproteins.","(152, 155, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11406850,"Its function in translational initiation regulationRPL26Top100Component of the 60S subunitApe-novel-miR-65No matchesHSP90AA1Top100Inducible molecular chaperone that promotes the maturation, structural maintenance and proper regulation of specific target proteins involved in cell cycle control and signal transduction; diseases associated with HSP90AA1 include hepatocellular carcinomaRPL27ATop100Part of ribosomal 60S Variable expression of this gene in colorectal cancers compared to adjacent normal tissues has been observed, although no correlation between the level of expression and the severity of the disease has been foundGPR17Trend upG protein-coupled receptor activity and chemokine receptor activityApe-novel-miR-27No matchesSCDFatty acid biosynthesis, primarily the synthesis of oleic acid of hemidesmosomes, multiprotein complexes at the dermal-epidermal basement membrane zone that mediate adhesion of keratinocytes to the underlying membraneCOL17A1Alpha chain of type XVII collagen, structural component of hemidesmosomesApe-novel-miR-19hsa-miR-4502CEP55Plays a role in mitotic exit and cytokinesisApe-lin-4-5phsa-miR-7976EPHB2*Member of the Eph receptor family of receptor tyrosine kinase transmembrane glycoproteins.","(1114, 1117, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11443744,"In DisGeNET, 67 gene sets were significantly dysregulated in SETBP1 PATH2 NPCs in comparison to WT NPCs (Supplementary Table 7).","(3, 11, 'DISGENET', 'disgenet')","Molecular interactions, pathways and networks, Biomedical science, Genetic variation, Natural language processing, Ontology and terminology, Bioinformatics, Data integration and warehousing, Data identity and mapping, Translational medicine, Pathology, Genotype and phenotype, Medical informatics, Rare diseases"
PMC11443744,"In the SETBP1 VUS2 NPCs compared to WT NPCs, 57 gene sets were significantly dysregulated in the DisGeNET database (Supplementary Table 9).","(97, 105, 'DISGENET', 'disgenet')","Molecular interactions, pathways and networks, Biomedical science, Genetic variation, Natural language processing, Ontology and terminology, Bioinformatics, Data integration and warehousing, Data identity and mapping, Translational medicine, Pathology, Genotype and phenotype, Medical informatics, Rare diseases"
PMC11443744,"Selected gene set terms that are significantly dysregulated in SETBP1 PATH2, SETBP1 PATH3 and SETBP1 VUS2 NPCs for DisGeNET (A) and Disease Ontology (B) databases.","(115, 123, 'DISGENET', 'disgenet')","Molecular interactions, pathways and networks, Biomedical science, Genetic variation, Natural language processing, Ontology and terminology, Bioinformatics, Data integration and warehousing, Data identity and mapping, Translational medicine, Pathology, Genotype and phenotype, Medical informatics, Rare diseases"
PMC10977969,"For disease enrichment, the function disease_enrichment from the disgenet2r package (Piñero et al., 2019) was employed, utilising their curated set of diseases.","(65, 73, 'DISGENET', 'disgenet')","Molecular interactions, pathways and networks, Biomedical science, Genetic variation, Natural language processing, Ontology and terminology, Bioinformatics, Data integration and warehousing, Data identity and mapping, Translational medicine, Pathology, Genotype and phenotype, Medical informatics, Rare diseases"
PMC10977969,"The enrichment of modules in cell types, Reactome pathways, and diseases (extracted from DisGeNET database version 7.0; Piñero et al., 2019; Piñero et al., 2017) was quantified using Fisher’s tests.","(89, 97, 'DISGENET', 'disgenet')","Molecular interactions, pathways and networks, Biomedical science, Genetic variation, Natural language processing, Ontology and terminology, Bioinformatics, Data integration and warehousing, Data identity and mapping, Translational medicine, Pathology, Genotype and phenotype, Medical informatics, Rare diseases"
PMC10977969,"comparing the genes of a given module with the genes associated with a given disease) and another through use of the disgenet2r package, employing the function disease_enrichment.","(117, 125, 'DISGENET', 'disgenet')","Molecular interactions, pathways and networks, Biomedical science, Genetic variation, Natural language processing, Ontology and terminology, Bioinformatics, Data integration and warehousing, Data identity and mapping, Translational medicine, Pathology, Genotype and phenotype, Medical informatics, Rare diseases"
PMC11480384,"In the current study, the raw data for metabolomics can be obtained in Metabolights, with the ID MTBLS10002 (MetaboLights MTBLS)31.","(109, 121, 'MetaboLights', 'metabolights')",Metabolomics
PMC11480384,"In the current study, the raw data for metabolomics can be obtained in Metabolights, with the ID MTBLS10002 (MetaboLights MTBLS)31.","(71, 83, 'MetaboLights', 'metabolights')",Metabolomics
PMC11484189,The metabolomics data that have been generated in the present study may be found in the EMBL-EBI MetaboLights database under accession number MTBLS10570 or at the following URL: https://www.ebi.ac.uk/metabolights/MTBLS10570.,"(97, 109, 'MetaboLights', 'metabolights')",Metabolomics
PMC11484189,The metabolomics data that have been generated in the present study may be found in the EMBL-EBI MetaboLights database under accession number MTBLS10570 or at the following URL: https://www.ebi.ac.uk/metabolights/MTBLS10570.,"(200, 212, 'MetaboLights', 'metabolights')",Metabolomics
PMC10784225,"▪HSF-Pro: Human Splicing Finder, version 4 [46], P: Pathogenic, LP: Likely Pathogenic, VUS: Variants of Uncertain Significance, CI: Conflicting interpretation, NP: Not provided.","(10, 31, 'Human Splicing Finder', 'human_splicing_finder')","Gene transcripts, RNA splicing, Genetic variation, Data governance, Rare diseases, Medical informatics"
PMC10784225,We also used Human Splicing Finder (HSF-Pro) Version 4 to predict the possible splicing effects of all variants in the study [46].,"(13, 34, 'Human Splicing Finder', 'human_splicing_finder')","Gene transcripts, RNA splicing, Genetic variation, Data governance, Rare diseases, Medical informatics"
PMC10138569,"The remaining ABCA4 VUS in the study, c.5584G>A, was predicted to cause aberrant RNA splicing by altering the WT donor site according to the Human Splicing Finder tool (HSF-Pro) [47].","(141, 162, 'Human Splicing Finder', 'human_splicing_finder')","Gene transcripts, RNA splicing, Genetic variation, Data governance, Rare diseases, Medical informatics"
PMC10138569,All missense variants were analyzed for possible splicing defects in the Human Splicing Finder Ver.,"(73, 94, 'Human Splicing Finder', 'human_splicing_finder')","Gene transcripts, RNA splicing, Genetic variation, Data governance, Rare diseases, Medical informatics"
PMC9604267,"In silico analysis using Human Splicing Finder predicted no significant impact on splicing signals, and according to the American College of Medical Genetics (ACMG) criteria this variant was classified as a variant of uncertain significance (VUS) [27].","(25, 46, 'Human Splicing Finder', 'human_splicing_finder')","Gene transcripts, RNA splicing, Genetic variation, Data governance, Rare diseases, Medical informatics"
PMC10696839,"Matching of protein mass peaks was performed using GPMsDB-tk (v1.0.1, including GPMsDB-dbtk v1.0.1 for building custom databases for user-provided genomes), developed as part of this study.","(80, 91, 'GPMsDB-dbtk', 'gpmsdb-dbtk')","Database management, Microbiology, Proteomics"
PMC10696839,The prediction procedure for mass values was written in part of the GPMsDB-tk (GPMsDB-dbtk) scripts developed in this study.,"(79, 90, 'GPMsDB-dbtk', 'gpmsdb-dbtk')","Database management, Microbiology, Proteomics"
PMC10696839,The source code and documentation are available at https://github.com/ysekig/GPMsDB-tk [59] and https://github.com/ysekig/GPMsDB-dbtk [60].,"(122, 133, 'GPMsDB-dbtk', 'gpmsdb-dbtk')","Database management, Microbiology, Proteomics"
PMC10696839,"For identification purposes, a toolkit (GPMsDB-tk) was developed in this study based on these observations with the current GPMsDB.","(40, 49, 'GPMsDB-tk', 'gpmsdb-tk')","Taxonomy, Proteomics, Microbiology"
PMC10696839,GPMsDB-tk provides not only score values for hit genomes but also probability value for each score.,"(0, 9, 'GPMsDB-tk', 'gpmsdb-tk')","Taxonomy, Proteomics, Microbiology"
PMC10696839,GPMsDB-tk is a software toolkit for assigning taxonomic identification to user-provided MALDI-TOF mass spectrometry profiles.,"(0, 9, 'GPMsDB-tk', 'gpmsdb-tk')","Taxonomy, Proteomics, Microbiology"
PMC11271205,Macromolecular systems and CRISPR-Cas systems were detected using MacSyFinder v2.1.3 with TXSScan v1.1.3 and CasFinder v3.1.0 models [44–46].,"(66, 77, 'MacSyFinder', 'macsyfinder')",Functional genomics
PMC11271205,The CRISPR/Cas systems were detected using MacSyFinder.,"(43, 54, 'MacSyFinder', 'macsyfinder')",Functional genomics
PMC11351099,"For example, DefenseFinder, MacSyFinder, and GapMind took around one and a half minutes or less to run for each test genome.","(28, 39, 'MacSyFinder', 'macsyfinder')",Functional genomics
PMC11351099,"MacSyFinder with the TXSScan models is used to identify genes and gene clusters encoding for diverse secretion systems (24, 56).","(0, 11, 'MacSyFinder', 'macsyfinder')",Functional genomics
PMC11267575,"These individual techniques can be combined to mitigate or even eliminate these challenges (e.g., the KVFinder project and ghecom).","(102, 110, 'KVFinder', 'kvfinder')","Structural biology, Computational chemistry, Structure analysis, Protein structure analysis"
PMC11267575,"We also compared these results to those obtained using eight different cavity characterization software (KVFinder, Fpocket, MoloVol, CAVER, ghecom, pywindow, and POVME) recently studied by Lopes-de-Oliveira, György Szalóki, and co-workers,21 and VOIDOO, widely used by the supramolecular community.","(105, 113, 'KVFinder', 'kvfinder')","Structural biology, Computational chemistry, Structure analysis, Protein structure analysis"
PMC11267575,"The most commonly used algorithms to calculate cavities are geometric (see description of geometric algorithms below), as they only require the Cartesian coordinates of the molecule and are therefore easy to implement.19−21 Based on geometric methods, several software tools have been developed for detecting, analyzing, and visualizing cavities, as analyzed in comprehensive reviews.19−21 These tools are primarily used to identify protein-binding pockets but have also been used to calculate the cavities of supramolecular cages.21 The following selected list shows examples of cavity calculation software for different types of hollow structures, such as proteins, cages, representative fragments of metal–organic frameworks, etc.: VOIDOO,22 McVol,23 Volarea,24 CAVER,25 KVFinder (including pyKVFinder, parKVFinder, and KVFinder-web),26−29 Fpocket (including its molecular dynamics (MDs) implementation MDpocket and FpocketWeb),30−32 PoreBlazer,33 Zeo++,34 CavVis,35 POVME,36 ghecom,37 PyWindow,38 MoloVol,39 CAST,40 ProteinVolume,41 3 V,42 and Voronoia.43 Additionally, other software that is no longer available includes GRASP44 and HOLLOW.45 It is worth noting that VOIDOO, which is probably the most popular tool used by the supramolecular community,46−48 has not been updated since 1999, making it challenging to use on modern computers.","(809, 817, 'KVFinder', 'kvfinder')","Structural biology, Computational chemistry, Structure analysis, Protein structure analysis"
PMC11267575,"The most commonly used algorithms to calculate cavities are geometric (see description of geometric algorithms below), as they only require the Cartesian coordinates of the molecule and are therefore easy to implement.19−21 Based on geometric methods, several software tools have been developed for detecting, analyzing, and visualizing cavities, as analyzed in comprehensive reviews.19−21 These tools are primarily used to identify protein-binding pockets but have also been used to calculate the cavities of supramolecular cages.21 The following selected list shows examples of cavity calculation software for different types of hollow structures, such as proteins, cages, representative fragments of metal–organic frameworks, etc.: VOIDOO,22 McVol,23 Volarea,24 CAVER,25 KVFinder (including pyKVFinder, parKVFinder, and KVFinder-web),26−29 Fpocket (including its molecular dynamics (MDs) implementation MDpocket and FpocketWeb),30−32 PoreBlazer,33 Zeo++,34 CavVis,35 POVME,36 ghecom,37 PyWindow,38 MoloVol,39 CAST,40 ProteinVolume,41 3 V,42 and Voronoia.43 Additionally, other software that is no longer available includes GRASP44 and HOLLOW.45 It is worth noting that VOIDOO, which is probably the most popular tool used by the supramolecular community,46−48 has not been updated since 1999, making it challenging to use on modern computers.","(774, 782, 'KVFinder', 'kvfinder')","Structural biology, Computational chemistry, Structure analysis, Protein structure analysis"
PMC11267575,"The most commonly used algorithms to calculate cavities are geometric (see description of geometric algorithms below), as they only require the Cartesian coordinates of the molecule and are therefore easy to implement.19−21 Based on geometric methods, several software tools have been developed for detecting, analyzing, and visualizing cavities, as analyzed in comprehensive reviews.19−21 These tools are primarily used to identify protein-binding pockets but have also been used to calculate the cavities of supramolecular cages.21 The following selected list shows examples of cavity calculation software for different types of hollow structures, such as proteins, cages, representative fragments of metal–organic frameworks, etc.: VOIDOO,22 McVol,23 Volarea,24 CAVER,25 KVFinder (including pyKVFinder, parKVFinder, and KVFinder-web),26−29 Fpocket (including its molecular dynamics (MDs) implementation MDpocket and FpocketWeb),30−32 PoreBlazer,33 Zeo++,34 CavVis,35 POVME,36 ghecom,37 PyWindow,38 MoloVol,39 CAST,40 ProteinVolume,41 3 V,42 and Voronoia.43 Additionally, other software that is no longer available includes GRASP44 and HOLLOW.45 It is worth noting that VOIDOO, which is probably the most popular tool used by the supramolecular community,46−48 has not been updated since 1999, making it challenging to use on modern computers.","(823, 831, 'KVFinder', 'kvfinder')","Structural biology, Computational chemistry, Structure analysis, Protein structure analysis"
PMC11267575,"The most commonly used algorithms to calculate cavities are geometric (see description of geometric algorithms below), as they only require the Cartesian coordinates of the molecule and are therefore easy to implement.19−21 Based on geometric methods, several software tools have been developed for detecting, analyzing, and visualizing cavities, as analyzed in comprehensive reviews.19−21 These tools are primarily used to identify protein-binding pockets but have also been used to calculate the cavities of supramolecular cages.21 The following selected list shows examples of cavity calculation software for different types of hollow structures, such as proteins, cages, representative fragments of metal–organic frameworks, etc.: VOIDOO,22 McVol,23 Volarea,24 CAVER,25 KVFinder (including pyKVFinder, parKVFinder, and KVFinder-web),26−29 Fpocket (including its molecular dynamics (MDs) implementation MDpocket and FpocketWeb),30−32 PoreBlazer,33 Zeo++,34 CavVis,35 POVME,36 ghecom,37 PyWindow,38 MoloVol,39 CAST,40 ProteinVolume,41 3 V,42 and Voronoia.43 Additionally, other software that is no longer available includes GRASP44 and HOLLOW.45 It is worth noting that VOIDOO, which is probably the most popular tool used by the supramolecular community,46−48 has not been updated since 1999, making it challenging to use on modern computers.","(796, 804, 'KVFinder', 'kvfinder')","Structural biology, Computational chemistry, Structure analysis, Protein structure analysis"
PMC10320092,"Further, this deployment type allows KVFinder-web components to be configured locally and customized according to user demand.","(37, 45, 'KVFinder', 'kvfinder')","Structural biology, Computational chemistry, Structure analysis, Protein structure analysis"
PMC10320092,"To execute KVFinder-web (Figure 1B), users must first choose a biomolecule and then select an appropriate run mode.","(11, 19, 'KVFinder', 'kvfinder')","Structural biology, Computational chemistry, Structure analysis, Protein structure analysis"
PMC10320092,These features are now part of the latest version of parKVFinder (v1.2.0) and enable users to obtain more robust and detailed results.,"(56, 64, 'KVFinder', 'kvfinder')","Structural biology, Computational chemistry, Structure analysis, Protein structure analysis"
PMC11229186,"Subsequently, we utilized the KVFinder Toolkit to generate protein binding pockets, employing the same filters and site selection algorithm as those used with the sc-PDB dataset.","(30, 38, 'KVFinder', 'kvfinder')","Structural biology, Computational chemistry, Structure analysis, Protein structure analysis"
PMC11229186,"Then, we filtered the collected dataset according to the following criteria: (1) Removed duplicate data from the training dataset sc-PDB and other test datasets; (2) Eliminated complex polymeric proteins which contain more than 7 chains; (3) Excluded proteins that had read errors detected by OpenBabel [32]; (4) Removed proteins for which a ligand could not be parsed by KVFinder Toolkit [33].","(372, 380, 'KVFinder', 'kvfinder')","Structural biology, Computational chemistry, Structure analysis, Protein structure analysis"
PMC10829215,"PyKVFinder is a newly developed grid-based, integrable Python package designed for efficient biomolecular cavity detection [25].","(0, 10, 'pyKVFinder', 'pykvfinder')","Structure analysis, Workflows, Mathematics, Structural biology, Machine learning, Computational chemistry, Protein structural motifs and surfaces"
PMC11304951,"From this, StringTie generated 76,471 transcripts while PsiCLASS produced 116,777.","(56, 64, 'PsiCLASS', 'psiclass')",Sequence assembly
PMC11304951,2022) and PsiCLASS (Song et al.,"(10, 18, 'PsiCLASS', 'psiclass')",Sequence assembly
PMC9341511,"The meta-assemblers TransMeta and PsiCLASS were run with 25 threads, and the single-sample assemblers StringTie2 and Scallop were run sequentially to assemble individual samples.","(34, 42, 'PsiCLASS', 'psiclass')",Sequence assembly
PMC9341511,"For instance, averaged on the 73 samples from R1, TransMeta correctly reconstructed ∼19.6% more transcripts than PsiCLASS, as well as 62.1% and 75.2% more than the single-sample assemblers StringTie2 and Scallop, respectively.","(113, 121, 'PsiCLASS', 'psiclass')",Sequence assembly
PMC9341511,PsiCLASS uses statistical methods to build the global subexon graphs and generates the assembly by dynamic programming optimization and voting algorithms.,"(0, 8, 'PsiCLASS', 'psiclass')",Sequence assembly
PMC11411805,"The parameters used for EVM are: EVidenceModeler: --search_long_introns 25,000 -w weight.txt (weight.txt: stringtie2: 4, scallop2: 1, psiclass: 1, bloomT: 2, bloomP: 2, hom: 1, augustus: 6).","(134, 142, 'PsiCLASS', 'psiclass')",Sequence assembly
PMC11536375,"In this study, all the patients had modified Aldrete scores⩾9 at 10, 20, 30, and 40 min in the PACU.","(95, 99, 'PACU', 'pacu')","Phylogenetics, Sequence analysis"
PMC11536375,"HR, heart rate; MAP, mean arterial pressure; PACU, post-anaesthesia care unit.","(45, 49, 'PACU', 'pacu')","Phylogenetics, Sequence analysis"
PMC11536375,All patients had satisfactory VAS and Ramsay sedation scores in the PACU.,"(68, 72, 'PACU', 'pacu')","Phylogenetics, Sequence analysis"
PMC11503505,"The pooled analysis also showed a significant reduction in post-operative opioid consumption at 48 hours (MD, -39.02; 95% CI, -59.48 to -18.57; p < 0.0001; I2 = 86%; Figure 16) and a reduced pain score at PACU (MD, -1.37; 95% CI, -2.46 to -0.28; p = 0.01; I2 = 71%; Figure 17).","(205, 209, 'PACU', 'pacu')","Phylogenetics, Sequence analysis"
PMC11503505,"s-FICB, suprainguinal fascia iliaca compartmental block; PO, per os; IV, intravenous; PCA, patient-controlled analgesia; CR, controlled release; PACU, post-anesthesia care unit; NRS, numerical rating score; VAS, visual analog scale; BD, twice a day; Q6h, every six hours; Q12h, every 12 hours; Q3h, every three hours; Q8h, every eight hours; Q4h, every four hours; OD, once a day; OM, every morning; IM, intramuscular","(145, 149, 'PACU', 'pacu')","Phylogenetics, Sequence analysis"
PMC11503505,"The pooled analysis also did not reveal any significant difference in intra-operative opioid consumption (MD, -2.94; 95% CI, -6.75 to 0.88; p = 0.13; I2 = 18%; Figure 5), opioid consumption at PACU (MD, -0.73; 95% CI, -5.50 to 4.03; p = 0.76; I2 = 21%; Figure 6), and VAS pain score at PACU (MD, 0.02; 95% CI, -0.36 to 0.41; p = 0.90; I2 = 0%; Figure 7).","(193, 197, 'PACU', 'pacu')","Phylogenetics, Sequence analysis"
PMC11503505,"The pooled analysis also did not reveal any significant difference in intra-operative opioid consumption (MD, -2.94; 95% CI, -6.75 to 0.88; p = 0.13; I2 = 18%; Figure 5), opioid consumption at PACU (MD, -0.73; 95% CI, -5.50 to 4.03; p = 0.76; I2 = 21%; Figure 6), and VAS pain score at PACU (MD, 0.02; 95% CI, -0.36 to 0.41; p = 0.90; I2 = 0%; Figure 7).","(286, 290, 'PACU', 'pacu')","Phylogenetics, Sequence analysis"
PMC11533171,"Table 1 illustrates the schedule of patient enrollment, study interventions, and measurements in accordance with the SPIRIT statement.Table 1Schedule of Patient Enrollment, Study Interventions, and MeasurementsEnrollmentAllocationPost-AllocationClose-OutPreanestheticvisit2h Before Surgery30 min Before induction5 min After extubationPACU24h After surgeryHospital DischargeEnrollment Eligibility screening× Written informed consent× Baseline characteristics× Randomization× Allocation×Interventions Dexmedetomidine nasal spray× Normal saline nasal spray×Measurements Emergence agitation× The maximal RSAS score×× Agitation in PACU× Pain scores×× Delirium×× Sleep quality× Anxiety× Adverse eventsa××××× Length of PACU stay× Postoperative hospital stay×Notes: According to SPIRIT 2013 statement of defining standard protocol items for clinical trials.","(626, 630, 'PACU', 'pacu')","Phylogenetics, Sequence analysis"
PMC11533171,"Table 1 illustrates the schedule of patient enrollment, study interventions, and measurements in accordance with the SPIRIT statement.Table 1Schedule of Patient Enrollment, Study Interventions, and MeasurementsEnrollmentAllocationPost-AllocationClose-OutPreanestheticvisit2h Before Surgery30 min Before induction5 min After extubationPACU24h After surgeryHospital DischargeEnrollment Eligibility screening× Written informed consent× Baseline characteristics× Randomization× Allocation×Interventions Dexmedetomidine nasal spray× Normal saline nasal spray×Measurements Emergence agitation× The maximal RSAS score×× Agitation in PACU× Pain scores×× Delirium×× Sleep quality× Anxiety× Adverse eventsa××××× Length of PACU stay× Postoperative hospital stay×Notes: According to SPIRIT 2013 statement of defining standard protocol items for clinical trials.","(334, 338, 'PACU', 'pacu')","Phylogenetics, Sequence analysis"
