PMCID,Sentence,NER_Tags,Topics
PMC11040744,"In contrast, we design a special MySQL database for Shaoxia to save parameters of each analysis that set by user.","(52, 59, 'Shaoxia', 'shaoxia')","RNA-Seq, RNA, Workflows, Computer science, Cell biology"
PMC11425685,"Shaoxia Pu, Yanhua Su, and Anzhu zhu were involved in revision of the paper for intellectual content.","(0, 7, 'Shaoxia', 'shaoxia')","RNA-Seq, RNA, Workflows, Computer science, Cell biology"
PMC11300583,"Statistical analysis: Manxue Zhang Obtained funding: Jianqun Fang Administrative, technical, or material support: Manxue Zhang, Chujun Wu, Shaoxia Wang, Yanrong Wang, Jianqun Fang.","(139, 146, 'Shaoxia', 'shaoxia')","RNA-Seq, RNA, Workflows, Computer science, Cell biology"
PMC11300583,"Concept and design: Manxue Zhang, Jianqun Fang Acquisition, analysis, or interpretation of data: Manxue Zhang, Chujun Wu, Shihao Lu, Yunyun Du, Shaoxia Wang, Rui Ma Drafting of the manuscript: Manxue Zhang.","(144, 151, 'Shaoxia', 'shaoxia')","RNA-Seq, RNA, Workflows, Computer science, Cell biology"
PMC11031912,"GenoMycAnalyzer includes a function for users to edit the knowledge database, which serves as a valuable bridge until regular database updates occur.","(0, 15, 'GenoMycAnalyzer', 'genomycanalyzer')","Whole genome sequencing, Public health and epidemiology, Infectious disease, Genetic variation"
PMC11031912,"First, the GenoMycAnalyzer includes a molecular typing function, and large-scale validation confirmed accurate lineage and spoligotype predictions.","(11, 26, 'GenoMycAnalyzer', 'genomycanalyzer')","Whole genome sequencing, Public health and epidemiology, Infectious disease, Genetic variation"
PMC11031912,The GenoMycAnalyzer is accessible at https://www.mycochase.org/.,"(4, 19, 'GenoMycAnalyzer', 'genomycanalyzer')","Whole genome sequencing, Public health and epidemiology, Infectious disease, Genetic variation"
PMC11019567,When PyPop development started in late 2001 Python was at version 2.,"(5, 10, 'PyPop', 'pypop')","Immunoproteins and antigens, Population genomics, Population genetics, Mapping, Immunogenetics"
PMC11019567,Python 3 unfortunately introduced breaking changes (breaking the existing PyPop code).,"(74, 79, 'PyPop', 'pypop')","Immunoproteins and antigens, Population genomics, Population genetics, Mapping, Immunogenetics"
PMC11019567,Some publications cited both PyPop papers.,"(29, 34, 'PyPop', 'pypop')","Immunoproteins and antigens, Population genomics, Population genetics, Mapping, Immunogenetics"
PMC10500136,"When calculating the 2-digit HLA haplotype data, due to the limitation of not being able to calculate > 5,000 haplotypes using PyPop, A*~B*, A*~DRB1*, B*~DRB1* and A*~B*~DRB1* haplotypes were calculated using GENE[RATE] alone; the other haplotypes were calculated using both programs.","(127, 132, 'PyPop', 'pypop')","Immunoproteins and antigens, Population genomics, Population genetics, Mapping, Immunogenetics"
PMC10500136,All HLA data were validated before statistical analysis and analyzed using both GENE[RATE]13 (https://hla-net.eu/tools/) and PyPop (version 0.7.0;).14 Linkage disequilibrium (LD) was calculated in PyPop for each loci pair.,"(125, 130, 'PyPop', 'pypop')","Immunoproteins and antigens, Population genomics, Population genetics, Mapping, Immunogenetics"
PMC10500136,All HLA data were validated before statistical analysis and analyzed using both GENE[RATE]13 (https://hla-net.eu/tools/) and PyPop (version 0.7.0;).14 Linkage disequilibrium (LD) was calculated in PyPop for each loci pair.,"(197, 202, 'PyPop', 'pypop')","Immunoproteins and antigens, Population genomics, Population genetics, Mapping, Immunogenetics"
PMC10500136,Pypop and HLA-net GENE[RATE] were used to analyze the data.,"(0, 5, 'PyPop', 'pypop')","Immunoproteins and antigens, Population genomics, Population genetics, Mapping, Immunogenetics"
PMC9967298,"(b) N2−sorption isotherms for the PyPOP, graphene, and PyPOP@G [50].","(34, 39, 'PyPop', 'pypop')","Immunoproteins and antigens, Population genomics, Population genetics, Mapping, Immunogenetics"
PMC9967298,"(b) N2−sorption isotherms for the PyPOP, graphene, and PyPOP@G [50].","(55, 60, 'PyPop', 'pypop')","Immunoproteins and antigens, Population genomics, Population genetics, Mapping, Immunogenetics"
PMC9967298,"PyPOP has an intentional affinity for CO2 due to its rich microporous structure (Figure 4b), while graphene enhances the electrical conductivity of the composite.","(0, 5, 'PyPop', 'pypop')","Immunoproteins and antigens, Population genomics, Population genetics, Mapping, Immunogenetics"
PMC9967298,[50] homogenously deposited porous organic polymer containing pyrimidine atop a graphene sheet to provide composite material PyPOP@G (Figure 4a).,"(125, 130, 'PyPop', 'pypop')","Immunoproteins and antigens, Population genomics, Population genetics, Mapping, Immunogenetics"
PMC11010338,"PySmooth provides additional features such as imputing missing data, better user-friendly usage, generates summary and visualization files, has flexible parameters, and handles more genotype codes.","(0, 8, 'PySmooth', 'pysmooth')","DNA polymorphism, Functional, regulatory and non-coding RNA, Genotype and phenotype, Mapping"
PMC11010338,PySmooth detects the unique number of chromosomes and runs the algorithm separately on each chromosome.,"(0, 8, 'PySmooth', 'pysmooth')","DNA polymorphism, Functional, regulatory and non-coding RNA, Genotype and phenotype, Mapping"
PMC11010338,"In the future version of PySmooth, an automated multi-core processing feature will be incorporated.","(25, 33, 'PySmooth', 'pysmooth')","DNA polymorphism, Functional, regulatory and non-coding RNA, Genotype and phenotype, Mapping"
PMC11060868,"We present the rnaCrosslinkOO (RNA Crosslinking Object-Oriented) R package, a novel and versatile R package, that focusses on the downstream analysis of RNA crosslinking data.","(15, 29, 'rnaCrosslinkOO', 'rnacrosslinkoo')","RNA, Structure prediction, Nucleic acid structure analysis, Probes and primers, Small molecules"
PMC11060868,"In rnaCrosslinkOO, an adjacency matrix is created for all chimeric reads based on the nucleotide difference between their g values.","(3, 17, 'rnaCrosslinkOO', 'rnacrosslinkoo')","RNA, Structure prediction, Nucleic acid structure analysis, Probes and primers, Small molecules"
PMC11060868,"rnaCrosslinkOO is freely available to noncommercial users and implemented in R, with the source code and documentation accessible at https://CRAN.R-project.org/package=rnaCrosslinkOO.","(0, 14, 'rnaCrosslinkOO', 'rnacrosslinkoo')","RNA, Structure prediction, Nucleic acid structure analysis, Probes and primers, Small molecules"
PMC11060868,"rnaCrosslinkOO is freely available to noncommercial users and implemented in R, with the source code and documentation accessible at https://CRAN.R-project.org/package=rnaCrosslinkOO.","(168, 182, 'rnaCrosslinkOO', 'rnacrosslinkoo')","RNA, Structure prediction, Nucleic acid structure analysis, Probes and primers, Small molecules"
PMC10689045,The UMAP (28) generated from the Cell Ranger output shows that the 129 cells that appear in the Cell Ranger results but not in scPipe tend to cluster together away from the large clusters or in the margins of them (Figure 2E).,"(127, 133, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,"Another important aspect of scPipe is the ability to integrate datasets where a common barcode file is available to match the cells between SCE objects to create a combined SCE object, as occurs for example in 10X Genomics multiome experiments.","(28, 34, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,This step can be run externally to scPipe and the resulting BAM file can be re-entered to the scPipe pipeline if samtools is not installed locally.,"(94, 100, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC10689045,This step can be run externally to scPipe and the resulting BAM file can be re-entered to the scPipe pipeline if samtools is not installed locally.,"(35, 41, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC8672463,"BCV trends were similar for protein coding genes and lncRNAs for most of the datasets, while higher variance of lowly expressed genes were observed by kallisto bustools, alevin-fry, and scPipe on the lung tissue data; zUMIs on cell line data; and scPipe, alevin-fry, and zUMIs on the PBMC data.","(247, 253, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC8672463,"BCV trends were similar for protein coding genes and lncRNAs for most of the datasets, while higher variance of lowly expressed genes were observed by kallisto bustools, alevin-fry, and scPipe on the lung tissue data; zUMIs on cell line data; and scPipe, alevin-fry, and zUMIs on the PBMC data.","(186, 192, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC8672463,"Here, we systematically benchmarked 10 end-to-end preprocessing workflows, including scPipe, zUMIs, kallisto bustools, dropSeqPipe [36], Cell Ranger, Optimus, salmon alevin, alevin-fry, celseq2 [35] and scruff [37].","(85, 91, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC8672463,"For the 10x data we applied dropSeqPipe, Cell Ranger, Optimus, salmon alevin, alevin-fry, scPipe, zUMIs and kallisto bustools.","(90, 96, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC11399101,"In addition to generating count matrices with an equivalent number of reads across platforms, we also processed reads from each platform in specific proportions using scPipe.","(167, 173, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC11399101,We preprocessed fastq files from multiple platforms using their respective preprocessing pipeline (where provided) and updated scPipe to allow sample processing with unified functions for data from different sST technologies starting from fastq files.,"(127, 133, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC11399101,"The BAM files were further processed to demultiplex based on spatial barcodes and quantified into matrices using UMIs and aligned gene information, using new functions introduced in scPipe.","(182, 188, 'scPipe', 'scpipe')","Gene expression, RNA-Seq, Sequencing"
PMC11226863,"Figure 1c shows that JCAT uses the most prevalent codon in highly expressed genes, resulting in a CAI of 1.","(21, 25, 'JCat', 'jcat')","Gene expression, Model organisms, Zoology"
PMC11226863,Commonly used tools such as JCAT (Grote et al.,"(28, 32, 'JCat', 'jcat')","Gene expression, Model organisms, Zoology"
PMC11226863,"Trained separately on four datasets with different proportions of JCAT-optimized sequences, CodonBERT consistently achieved accuracies with a median of 100% (Supplementary Fig.","(66, 70, 'JCat', 'jcat')","Gene expression, Model organisms, Zoology"
PMC11429342,coli) was selected as the target organism for study in the Jcat program.,"(59, 63, 'JCat', 'jcat')","Gene expression, Model organisms, Zoology"
PMC11429342,Codon optimization for the vaccine protein was performed by using Jcat (version 1.0) software to attain the elevated expression level in the K12 E.,"(66, 70, 'JCat', 'jcat')","Gene expression, Model organisms, Zoology"
PMC11429342,"The process of codon optimization was carried out by utilizing the Jcat (version 1.0) software, resulting in the acquisition of an ideal DNA sequence.","(67, 71, 'JCat', 'jcat')","Gene expression, Model organisms, Zoology"
PMC10546793,The validated JCAT developed by Petschonek et al.,"(14, 18, 'JCat', 'jcat')","Gene expression, Model organisms, Zoology"
PMC10546793,"The development of the Just Culture Assessment Tool (JCAT) is a direct response to the practical needs of the organization to effectively distinguish between overall patient safety culture, and a just culture for patient safety [9, 17].","(53, 57, 'JCat', 'jcat')","Gene expression, Model organisms, Zoology"
PMC10546793,The development of the JCAT is a direct response to the measurement and interpretation of different aspects of just culture.,"(23, 27, 'JCat', 'jcat')","Gene expression, Model organisms, Zoology"
PMC11510761,The bonding of cys188 and cys207 in the malanin B chain and of cys188 and cys205 in the ricin B chain were analyzed by PyMOL 2.3 (Figure 7).,"(119, 124, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11510761,The three-dimensional structure of malanin was created by Swiss-model and viewed by PyMOL 2.3 (Figure 3).,"(84, 89, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11510761,The difference in amino acid (AA) residues in the three-dimensional structures between ricin and malanin by PyMOL 2.3.,"(108, 113, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11231930,"The PyMOL script downloads the PDB structure from RCSB, colors ECOD domains by different colors, colors residues interacting with the molecule in magenta and sets their representation as sticks (Figure 2b).","(4, 9, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11231930,(b) Example of PyMOL script result—structure of human Proto‐oncogene tyrosine‐protein kinase receptor Ret (PDB: 7DU9) in complex with Pralsetinib (DB15822).,"(15, 20, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11231930,"The DrugDomain data webpage's table in these cases includes AF accession, downloadable PyMOL script, an indication that this interaction between molecule and protein target was not confirmed experimentally (and was predicted), a list of ECOD domains interacting with the molecule with links to the AF‐based ECOD database and names of corresponded ECOD X‐groups.","(87, 92, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11492069,Compare by visual inspection in PyMOL software.,"(32, 37, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11492069,"To remove water molecules in PyMOL, press A (Action) next to the structure name on the right column, and select “remove waters”.","(29, 34, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC11492069,"To do this in PyMOL, press A (Action) next to the structure name, go to hydrogens and press “add”.","(14, 19, 'PyMOL', 'pymol')","Molecular modelling, Proteins, Protein structure analysis"
PMC10659926,Examples are eTBLAST (http://etest.vbi.vt.edu/etblast3) and turnitin (https://www.turnitin.com/).,"(46, 53, 'eTBLAST', 'etblast')","Natural language processing, Literature and language"
PMC10659926,Examples are eTBLAST (http://etest.vbi.vt.edu/etblast3) and turnitin (https://www.turnitin.com/).,"(13, 20, 'eTBLAST', 'etblast')","Natural language processing, Literature and language"
PMC7849107,"Text similarity (eTBlast) identifies 20,857 abstracts similar to at least one other conference or published abstract.","(17, 24, 'eTBLAST', 'etblast')","Natural language processing, Literature and language"
PMC7849107,"According to eTBLAST, these abstracts have a similarity score of .998.","(13, 20, 'eTBLAST', 'etblast')","Natural language processing, Literature and language"
PMC7849107,"We wish to thank Heliotext for maintaining and providing the text similarity software, Etblast.org, for this work and as a free service provided for searching against Medline/Pubmed.","(87, 94, 'eTBLAST', 'etblast')","Natural language processing, Literature and language"
PMC10031443,"For example, eTBLAST extracts a weighted keyword set from the input article abstract to gather the top 400 most similar articles in MEDLINE [11].","(13, 20, 'eTBLAST', 'etblast')","Natural language processing, Literature and language"
PMC10031443,Jane’s approach performed well and showed consistent improvement over eTBLAST [12].,"(70, 77, 'eTBLAST', 'etblast')","Natural language processing, Literature and language"
PMC11223810,"The comprehensive list of reactions used in ChemoDOTS, along with their SMARTS representations, is available in Supplementary Tables S3–S5.","(44, 53, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC11223810,We tested the ability of ChemoDOTS to generate these compounds.,"(25, 34, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC11223810,"The web server is freely accessible to all users, including commercial users, at the following address http://chemodots.marseille.inserm.fr/.","(110, 119, 'ChemoDOTS', 'chemodots')","Compound libraries and screening, Medicinal chemistry, Molecular modelling, Molecular biology, Small molecules"
PMC10787363,Project name: X-omics ACTION demonstrator multi-omics analysis workflow,"(14, 71, 'X-omics ACTION demonstrator multi-omics analysis workflow', 'x-omics_action_demonstrator_multi-omics_analysis_workflow')","Omics, Metabolomics, Epigenomics, Machine learning, Data visualisation"
PMC11464328,"The ExPASy ProtParam tool predicted 218, 25.40237, 7.63, and −0.388 number of amino acids, molecular weight, theoretical pI, and GRAVY, respectively, for glutathione transferase, while for Cathepsin L1, the number of amino acids, molecular weight, theoretical pI, and GRAVY of 326, 36.89645, 6.71, and −0.503 were calculated, respectively.","(4, 10, 'Expasy', 'expasy')","Proteomics, Phylogeny, Transcriptomics, Population genetics, Genomics, Metagenomics, Evolutionary biology, Structural biology, Drug discovery, Systems biology, Biochemistry, Metabolomics, Natural language processing, Machine learning"
PMC11464328,"The ExPASy ProtParam tool server predicted 234 amino acids, 25.86257 kDa molecular weight, 8.54 theoretical pI, 36.86 instability index, and −0.424 grand average of hydropathicity.","(4, 10, 'Expasy', 'expasy')","Proteomics, Phylogeny, Transcriptomics, Population genetics, Genomics, Metagenomics, Evolutionary biology, Structural biology, Drug discovery, Systems biology, Biochemistry, Metabolomics, Natural language processing, Machine learning"
PMC11464328,"After vaccine construction, the physiochemical properties of the vaccine construct were analyzed through the ExPASy ProtParam tool.","(109, 115, 'Expasy', 'expasy')","Proteomics, Phylogeny, Transcriptomics, Population genetics, Genomics, Metagenomics, Evolutionary biology, Structural biology, Drug discovery, Systems biology, Biochemistry, Metabolomics, Natural language processing, Machine learning"
PMC11140640,"After registering RBD region in the GenBank, physicochemical parameters, secondary structure, homology modeling, 3D structure of RBD region and antigenicity were determined using ProtParam ExPASy, PSIPRED, MolProbity, IEDB and Vaxijen online tools, respectively.","(189, 195, 'Expasy', 'expasy')","Proteomics, Phylogeny, Transcriptomics, Population genetics, Genomics, Metagenomics, Evolutionary biology, Structural biology, Drug discovery, Systems biology, Biochemistry, Metabolomics, Natural language processing, Machine learning"
PMC11140640,Physical and chemical parameters of amino acid sequences related to RBD were predicted using ProtParam ExPASy online tool.,"(103, 109, 'Expasy', 'expasy')","Proteomics, Phylogeny, Transcriptomics, Population genetics, Genomics, Metagenomics, Evolutionary biology, Structural biology, Drug discovery, Systems biology, Biochemistry, Metabolomics, Natural language processing, Machine learning"
PMC11140640,"Theoretical pI was 10.07 based on Expasy analysis, total number of negatively charged residues (Asp, Glu) was 21, and total number of positively charged residues (Arg, Lys) was 55.","(34, 40, 'Expasy', 'expasy')","Proteomics, Phylogeny, Transcriptomics, Population genetics, Genomics, Metagenomics, Evolutionary biology, Structural biology, Drug discovery, Systems biology, Biochemistry, Metabolomics, Natural language processing, Machine learning"
PMC11320944,The annotation of the coding region of the genome was done using the ExPASy translate tool (8).,"(69, 75, 'Expasy', 'expasy')","Proteomics, Phylogeny, Transcriptomics, Population genetics, Genomics, Metagenomics, Evolutionary biology, Structural biology, Drug discovery, Systems biology, Biochemistry, Metabolomics, Natural language processing, Machine learning"
PMC11425048,"This matches closely with what MSFragger reported, showing that Dear‐PSM's findings are trustworthy.","(31, 40, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"Although Sage saves approximately five times more memory compared to MSFragger, Dear‐PSM still consumes 6–25 times less memory than Sage (Figure 6B).","(69, 78, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11425048,"For instance, the number of peptides with 1 variable modification reported by Dear‐PSM, MSFragger, and Sage were 7544, 7015, and 6492, respectively (Figure 5C).","(88, 97, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11519605,"1A), using an MSFragger45,46 command line pipeline within FragPipe computational platform.","(14, 23, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11519605,"A Schematic of activity-based screening of cysteine reactive compounds; cell lysates are labeled with compound or DMSO followed by chase with IAA and ‘click’ conjugation to heavy or light biotin click conjugation to our isotopically differentiated heavy and light biotin-azide reagents, tryptic digest, LC-MS/MS acquisition, and MSFragger analysis.","(329, 338, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11519605,Custom R scripts were implemented to compile modified_peptide_label_quant.tsv (quant) outputs from the command line MSFragger pipeline or FragPipe to count unique quantified cysteines.,"(116, 125, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11441994,In recognising that MSFragger-Glyco is a strong search engine in glycoproteomics (Polasky et al.,"(20, 29, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11441994,"For example, the Byonic searches (134.9 min/file) were considerably slower than the MSFragger-HLA-Glyco searches (2.7 min/file), a practical limitation we mitigated in this study by reducing the number of variable modifications and by adding constraints to peptide search space used for the non-specific search strategy.","(84, 93, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11441994,"To this end, we compared the N-glycosylated MHC-II-bound immunopeptides that were reported from tumour tissues of 14 meningioma patients in the MSFragger-HLA-Glyco database (Bedran, Nat Commun, 2023) to those we identified with the commercial Byonic software.","(144, 153, 'MSFragger', 'msfragger')","Proteomics experiment, Proteomics, Protein modifications"
PMC11413572,"Alignments were created using the L-INS-i algorithm in MAFFT (Katoh and Standley 2013) and assessed in AliView (Larsson 2014), and phylogenetically informative sites were selected with trimAl (Capella-Gutiérrez et al.","(185, 191, 'trimAl', 'trimal')","Sequence analysis, Sequencing, Sequence sites, features and motifs"
PMC11321212,"For this reason, the concatenation matrix based on TrimAl alignments was used for all subsequent analyses, hereafter referred to as concatenation matrix.","(51, 57, 'trimAl', 'trimal')","Sequence analysis, Sequencing, Sequence sites, features and motifs"
PMC11321212,"We combined all the available sequences into a concatenation matrix with 22 species and 80 loci and generated 3 different datasets: (1) a concatenation matrix including the original alignments with 241,315 sites; (2) a concatenation matrix where the alignments were trimmed prior to concatenation using a heuristic method optimised for ML phylogenetic reconstruction implemented in TrimAl (92.44% sites of the original matrix) (Capella-Gutiérrez et al.","(382, 388, 'trimAl', 'trimal')","Sequence analysis, Sequencing, Sequence sites, features and motifs"
PMC11321212,"Non-parametric bootstrap analysis was performed on the TrimAl concatenation matrix, using RaxML-NG (v1.2.0).","(55, 61, 'trimAl', 'trimal')","Sequence analysis, Sequencing, Sequence sites, features and motifs"
PMC10714154,wget https://github.com/inab/trimal/archive/refs/tags/v1.4.1.tar.gzhttps://github.com/inab/trimal/archive/refs/tags/v1.4.1.tar.gz,"(29, 35, 'trimAl', 'trimal')","Sequence analysis, Sequencing, Sequence sites, features and motifs"
PMC10714154,wget https://github.com/inab/trimal/archive/refs/tags/v1.4.1.tar.gzhttps://github.com/inab/trimal/archive/refs/tags/v1.4.1.tar.gz,"(91, 97, 'trimAl', 'trimal')","Sequence analysis, Sequencing, Sequence sites, features and motifs"
PMC10714154,TrimAL is a tool for automated alignment trimming.,"(0, 6, 'trimAl', 'trimal')","Sequence analysis, Sequencing, Sequence sites, features and motifs"
PMC10714154,trimal -in mafft_out.fa -out mafftout_0.13.fas -gt 0.13,"(0, 6, 'trimAl', 'trimal')","Sequence analysis, Sequencing, Sequence sites, features and motifs"
PMC8651056,This data can be found here: https://github.com/sysbio-curie/WebMaBoSS.,"(61, 70, 'WebMaBoSS', 'webmaboss')","Statistics and probability, Molecular interactions, pathways and networks, Genetic variation"
PMC8651056,WebMaBoSS can also perform sensitivity analyses to check the effect of a knock-in/knock-out of each node on the network.,"(0, 9, 'WebMaBoSS', 'webmaboss')","Statistics and probability, Molecular interactions, pathways and networks, Genetic variation"
PMC8651056,WebMaBoSS also allows the simulation of more complex tasks such as parameter sensitivity analyses.,"(0, 9, 'WebMaBoSS', 'webmaboss')","Statistics and probability, Molecular interactions, pathways and networks, Genetic variation"
PMC9582792,"We first started modeling the signaling pathways of a single cell with MaBoSS (https://github.com/sysbio-curie/MaBoSS-env-2.0) [13], [14] and WebMaBoSS, a user-friendly web interface (https://github.com/sysbio-curie/WebMaBoSS) [35].","(216, 225, 'WebMaBoSS', 'webmaboss')","Statistics and probability, Molecular interactions, pathways and networks, Genetic variation"
PMC9582792,"We first started modeling the signaling pathways of a single cell with MaBoSS (https://github.com/sysbio-curie/MaBoSS-env-2.0) [13], [14] and WebMaBoSS, a user-friendly web interface (https://github.com/sysbio-curie/WebMaBoSS) [35].","(142, 151, 'WebMaBoSS', 'webmaboss')","Statistics and probability, Molecular interactions, pathways and networks, Genetic variation"
PMC9582792,"The same simulations can be performed using a user-friendly web interface, WebMaBoSS [35] available at this address:  https://maboss.curie.fr/webmaboss/).","(75, 84, 'WebMaBoSS', 'webmaboss')","Statistics and probability, Molecular interactions, pathways and networks, Genetic variation"
PMC9582792,"The same simulations can be performed using a user-friendly web interface, WebMaBoSS [35] available at this address:  https://maboss.curie.fr/webmaboss/).","(142, 151, 'WebMaBoSS', 'webmaboss')","Statistics and probability, Molecular interactions, pathways and networks, Genetic variation"
PMC9035606,"Finally, the WebMaBoss (Noël et al.) web interface enables easy manipulation of Boolean models and further simulation of Boolean networks, such as biological networks involved in gene regulation or signaling, followed by online visualization and analysis.","(13, 22, 'WebMaBoSS', 'webmaboss')","Statistics and probability, Molecular interactions, pathways and networks, Genetic variation"
PMC11127412,"A possible drawback of the runtime compilation stems from the relative slowness of the compiler—for small models, the total execution time of MaBoSS.GPU may be easily dominated by the compilation.","(142, 148, 'MaBoSS', 'maboss')","Systems biology, Statistics and probability"
PMC11127412,"The original formula evaluation algorithm in MaBoSS used a recursive traversal of the expression tree, which (apart from other issues) causes memory usage patterns unsuitable for GPUs: the memory required per each core is not achievable in current GPUs, and there are typically too many cache misses [20].","(45, 51, 'MaBoSS', 'maboss')","Systems biology, Statistics and probability"
PMC11127412," Algorithm 1A single iteration of the MaBoSS simulation of a trajectory, given the state S and time t.","(38, 44, 'MaBoSS', 'maboss')","Systems biology, Statistics and probability"
PMC11489466,"Based on the MaBoSS simulations, the two parameters, scaling and intracellular_dt, are set to 1 (default value) and 6 (standard phenotype time step of PhysiCell), respectively.","(13, 19, 'MaBoSS', 'maboss')","Systems biology, Statistics and probability"
PMC11489466,"Since a full cell cycle in MaBoSS is achieved in 24 units of time, we proceeded to set the scaling value to 60, similar to what was done with the previous TNF model.","(27, 33, 'MaBoSS', 'maboss')","Systems biology, Statistics and probability"
PMC11489466,"PhysiBoSS utilizes MaBoSS [17, 18], a tool that models signaling pathways as Boolean networks, thus simplifying the description of intracellular models.","(19, 25, 'MaBoSS', 'maboss')","Systems biology, Statistics and probability"
PMC10616087,"MaBoSS, integrated into PhysiBoSS 2.0, can perform simulations changing the proportion of activated and inhibited status of a given node.","(0, 6, 'MaBoSS', 'maboss')","Systems biology, Statistics and probability"
PMC10616087,"To solve these issues, PhysiBoSS 2.034 was re-designed and re-implemented from scratch as an add-on interface which decouples PhysiCell and MaBoSS minimising dependencies and fixing many design problems of version 1.0 (Fig.","(140, 146, 'MaBoSS', 'maboss')","Systems biology, Statistics and probability"
PMC10616087,"Proteomics, transcriptomics, mutations and copy number alteration (CNA) data can be used to modify different variables of the MaBoSS framework, such as node activity status, transition rates and initial conditions.","(126, 132, 'MaBoSS', 'maboss')","Systems biology, Statistics and probability"
PMC10020695,"Using ENDScript 2.0 (Robert and Gouet, 2014), residues within 3.2 Å and 3.2-5 Å of the compound were evaluated ( Figure S5 ).","(6, 19, 'ENDscript 2.0', 'endscript_2.0')","Protein folds and structural domains, Structure prediction, Protein secondary structure, Protein structural motifs and surfaces, Proteins"
PMC10020695,"The alignment was visualised using ESPript 3.0, and the E.coli LexA structural features with the docked compound 1 was visualised with ENDscript 2.0 (Robert and Gouet, 2014).","(135, 148, 'ENDscript 2.0', 'endscript_2.0')","Protein folds and structural domains, Structure prediction, Protein secondary structure, Protein structural motifs and surfaces, Proteins"
PMC10637016,The three-dimensional structures of each PCG were drawn in SWISS-MODEL software [40] from the amino acid sequence using ENDscript 2.0 to identify the α-helices and β-sheets [41] and PyMOL [42] for later editing.,"(120, 133, 'ENDscript 2.0', 'endscript_2.0')","Protein folds and structural domains, Structure prediction, Protein secondary structure, Protein structural motifs and surfaces, Proteins"
PMC8670147,A Amino acid sequence alignment of equine TK1 isoforms with human TK1 using the Clustal Omega algorithm (https://www.ebi.ac.uk/Tools/msa/clustalo/) and structural alignment using ENDscript 2.0 software (http://endscript.ibcp.fr/ESPript/cgi-bin/ENDscript.cgi) with the human TK1 structure as the template.,"(179, 192, 'ENDscript 2.0', 'endscript_2.0')","Protein folds and structural domains, Structure prediction, Protein secondary structure, Protein structural motifs and surfaces, Proteins"
PMC8670147,1A Amino acid sequence alignment of equine TK1 isoforms with human TK1 using the Clustal Omega algorithm (https://www.ebi.ac.uk/Tools/msa/clustalo/) and structural alignment using ENDscript 2.0 software (http://endscript.ibcp.fr/ESPript/cgi-bin/ENDscript.cgi) with the human TK1 structure as the template.,"(180, 193, 'ENDscript 2.0', 'endscript_2.0')","Protein folds and structural domains, Structure prediction, Protein secondary structure, Protein structural motifs and surfaces, Proteins"
PMC11477749,"Higher peaks and brighter colours (e.g., red and yellow) indicate regions of greater surface roughness and more pronounced corrosion damage, while lower peaks and cooler colours (e.g., purple and blue) suggest smoother surfaces with less corrosion.","(210, 218, 'Smoother', 'smoother')",Chromosome conformation capture
