name	biotoolsID	pubmedid	pubmedcid	link	EDAM_topics
MUSCLE (EBI)	muscle_ebi	38597606.0	PMC11223882	fulltexts/PMC11223882.xml	Sequence analysis
MUSCLE (EBI)	muscle_ebi		PMC9252731	fulltexts/PMC9252731.xml	Sequence analysis
MAFFT (EBI)	mafft_ebi		PMC3603318	fulltexts/PMC3603318.xml	Sequence analysis, Proteomics, Genomics
MAFFT (EBI)	mafft_ebi	38597606.0	PMC11223882	fulltexts/PMC11223882.xml	Sequence analysis, Proteomics, Genomics
MAFFT (EBI)	mafft_ebi		PMC9252731	fulltexts/PMC9252731.xml	Sequence analysis, Proteomics, Genomics
Kalign (EBI)	kalign		PMC2647288	fulltexts/PMC2647288.xml	Sequence analysis
Kalign (EBI)	kalign	38597606.0	PMC11223882	fulltexts/PMC11223882.xml	Sequence analysis
Kalign (EBI)	kalign		PMC9252731	fulltexts/PMC9252731.xml	Sequence analysis
cons (EBI)	cons_ebi	38597606.0	PMC11223882	fulltexts/PMC11223882.xml	Sequence composition, complexity and repeats
cons (EBI)	cons_ebi		PMC9252731	fulltexts/PMC9252731.xml	Sequence composition, complexity and repeats
Clustal Omega (EBI)	clustalo_ebi	38597606.0	PMC11223882	fulltexts/PMC11223882.xml	Sequence analysis
Clustal Omega (EBI)	clustalo_ebi		PMC9252731	fulltexts/PMC9252731.xml	Sequence analysis
GeneWise (EBI)	genewise	38597606.0	PMC11223882	fulltexts/PMC11223882.xml	Sequence analysis
GeneWise (EBI)	genewise		PMC9252731	fulltexts/PMC9252731.xml	Sequence analysis
ssearch2seq (EBI)	ssearch2seq	38597606.0	PMC11223882	fulltexts/PMC11223882.xml	Sequence analysis
ssearch2seq (EBI)	ssearch2seq		PMC9252731	fulltexts/PMC9252731.xml	Sequence analysis
LALIGN (EBI)	lalign	38597606.0	PMC11223882	fulltexts/PMC11223882.xml	Sequence analysis, Sequence composition, complexity and repeats
LALIGN (EBI)	lalign		PMC9252731	fulltexts/PMC9252731.xml	Sequence analysis, Sequence composition, complexity and repeats
matcher (EBI)	matcher-ebi	38597606.0	PMC11223882	fulltexts/PMC11223882.xml	Sequence analysis
matcher (EBI)	matcher-ebi		PMC9252731	fulltexts/PMC9252731.xml	Sequence analysis
water (EBI)	water-ebi	38597606.0	PMC11223882	fulltexts/PMC11223882.xml	Sequence analysis
water (EBI)	water-ebi		PMC9252731	fulltexts/PMC9252731.xml	Sequence analysis
ggsearch2seq (EBI)	ggsearch2seq	38597606.0	PMC11223882	fulltexts/PMC11223882.xml	Sequence analysis
ggsearch2seq (EBI)	ggsearch2seq		PMC9252731	fulltexts/PMC9252731.xml	Sequence analysis
stretcher (EBI)	stretcher-ebi	38597606.0	PMC11223882	fulltexts/PMC11223882.xml	Sequence analysis
stretcher (EBI)	stretcher-ebi		PMC9252731	fulltexts/PMC9252731.xml	Sequence analysis
Job Dispatcher	jdispatcher		PMC11223882	fulltexts/PMC11223882.xml	Proteins, Bioinformatics, Function analysis, Molecular interactions, pathways and networks, Sequence analysis, Rare diseases
Job Dispatcher	jdispatcher		PMC9252731	fulltexts/PMC9252731.xml	Proteins, Bioinformatics, Function analysis, Molecular interactions, pathways and networks, Sequence analysis, Rare diseases
Job Dispatcher	jdispatcher		PMC6602479	fulltexts/PMC6602479.xml	Proteins, Bioinformatics, Function analysis, Molecular interactions, pathways and networks, Sequence analysis, Rare diseases
needle (EBI)	needle-ebi	38597606.0	PMC11223882	fulltexts/PMC11223882.xml	Sequence analysis
needle (EBI)	needle-ebi		PMC9252731	fulltexts/PMC9252731.xml	Sequence analysis
PhyloString	phylostring	38277370.0	PMC10817156	fulltexts/PMC10817156.xml	Protein interactions, Phylogenetics, Gene transcripts, Proteomics
SL-Miner	sl-miner	38244572.0	PMC10868331	fulltexts/PMC10868331.xml	Oncology, Genetics, Molecular interactions, pathways and networks
PASTRY	pastry	38216869.0	PMC10790263	fulltexts/PMC10790263.xml	GWAS study, Statistics and probability, DNA polymorphism
intCC	intcc	38160311.0	PMC10764072	fulltexts/PMC10764072.xml	Machine learning, Oncology, Pathology, Omics
DAPredict	dapredict	38242684.0	PMC10799211	fulltexts/PMC10799211.xml	Pharmacogenomics, Genotype and phenotype, Drug discovery, Small molecules, Safety sciences
PERFUMES	perfumes	38291894.0	PMC10868343	fulltexts/PMC10868343.xml	Functional, regulatory and non-coding RNA, Sequence sites, features and motifs, Protein structural motifs and surfaces, Workflows
SRT-Server	srt-server	38279156.0	PMC10811909	fulltexts/PMC10811909.xml	Transcriptomics, RNA-Seq, Workflows
PaintorPipe	paintorpipe	38213821.0	PMC10783948	fulltexts/PMC10783948.xml	GWAS study, Mapping, DNA polymorphism, Workflows
scKWARN	sckwarn	38237908.0	PMC10868328	fulltexts/PMC10868328.xml	RNA-Seq, Gene expression, Exome sequencing, Genomics
MegaSSR	megassr	38162302.0	PMC10757629	fulltexts/PMC10757629.xml	DNA polymorphism, Probes and primers, Workflows, Plant biology
TSCRE	tscre	38213995.0	PMC10782923	fulltexts/PMC10782923.xml	Transcription factors and regulatory sites, Epigenetics, Biomarkers, Oncology, Pharmacogenomics
ReUseData	reusedata	38172657.0	PMC10765726	fulltexts/PMC10765726.xml	Database management, Data submission, annotation and curation, Bioinformatics, Software engineering
PathIntegrate	pathintegrate	38527092.0	PMC10994553	fulltexts/PMC10994553.xml	Molecular interactions, pathways and networks, Metabolomics, Proteomics, Transcriptomics, Small molecules
neo4jsbml	neo4jsbml	38250720.0	PMC10798154	fulltexts/PMC10798154.xml	Systems biology, Biological databases, Endocrinology and metabolism, Molecular interactions, pathways and networks
DNI-MDCAP	dni-mdcap	38216907.0	PMC10785389	fulltexts/PMC10785389.xml	Functional, regulatory and non-coding RNA, Pathology, Molecular interactions, pathways and networks, Endocrinology and metabolism
OMA	oma	25399418.0	PMC4383958	fulltexts/PMC4383958.xml	Evolutionary biology, Comparative genomics
H2Opred	h2opred	38180830.0	PMC10768780	fulltexts/PMC10768780.xml	RNA splicing, Machine learning, Functional, regulatory and non-coding RNA, Gene transcripts, RNA-Seq
DetSpace	DetSpace		PMC11223873	fulltexts/PMC11223873.xml	Computational biology, Synthetic biology
MultiQC	multiqc	27312411.0	PMC5039924	fulltexts/PMC5039924.xml	Sequencing, Bioinformatics, Sequence analysis, Genomics
3Dmapper	3dmapper	38565273.0	PMC11018535	fulltexts/PMC11018535.xml	Protein structure analysis, Mapping, Protein variants, Genomics, Exome sequencing
Deep-HPI-pred	deep-hpi-pred	38192372.0	PMC10772389	fulltexts/PMC10772389.xml	Protein interactions, Machine learning, Infectious disease, Proteomics
ccml	ccml	38205966.0	PMC10782800	fulltexts/PMC10782800.xml	Mathematics, Sample collections, Omics, Computational biology
VIBE	vibe	36619248.0	PMC9744518	fulltexts/PMC9744518.xml	Phenomics, Genomics, Exome sequencing, Ontology and terminology
MIGRENE	migrene	38535292.0	PMC10972203	fulltexts/PMC10972203.xml	Microbial ecology, Metagenomics, Endocrinology and metabolism, Molecular interactions, pathways and networks
baymedr	baymedr	38001458.0	PMC10668366	fulltexts/PMC10668366.xml	Medicine, Preclinical and clinical studies, Statistics and probability
MAJIQlopedia	majiqlopedia	37953365.0	PMC10767883	fulltexts/PMC10767883.xml	RNA splicing, Oncology, Gene transcripts, RNA-Seq, Transcriptomics
IDPpub	idppub	37993103.0	PMC10716774	fulltexts/PMC10716774.xml	Natural language processing, Protein modifications, Proteomics, Taxonomy, Molecular interactions, pathways and networks
AleRax	alerax		PMC10990685	fulltexts/PMC10990685.xml	Phylogenetics, Gene and protein families, Phylogenomics
ReporterScore	reporterscore		PMC10976918	fulltexts/PMC10976918.xml	Metabolomics, Microbial ecology, Transcriptomics, Molecular interactions, pathways and networks, Metagenomics
MetaQuad	metaquad	38476299.0	PMC10932609	fulltexts/PMC10932609.xml	Metagenomics, DNA polymorphism, Metagenomic sequencing, Mapping
scDrugPrio	scdrugprio	38509600.0	PMC10956347	fulltexts/PMC10956347.xml	Pharmacology, Pathology, Musculoskeletal medicine, Transcriptomics
COMMO	commo	37995293.0	PMC10713113	fulltexts/PMC10713113.xml	Gene transcripts, Gene expression, Molecular interactions, pathways and networks
EpiSegMix	episegmix	38565260.0	PMC11026141	fulltexts/PMC11026141.xml	ChIP-seq, Epigenetics, Chromosome conformation capture, Statistics and probability
EMVC-2	emvc-2	37963064.0	PMC10919945	fulltexts/PMC10919945.xml	Sequencing, Personalised medicine, Genotype and phenotype
DriverDBv4	DriverDBv3	37956338.0	PMC10767848	fulltexts/PMC10767848.xml	Functional, regulatory and non-coding RNA, Oncology, Genetic variation, Epigenomics, Bioinformatics
EndoQuad	endoquad	37904589.0	PMC10767823	fulltexts/PMC10767823.xml	ChIP-seq, Transcription factors and regulatory sites, Oncology, Epigenetics, GWAS study
Co-PATHOgenex	co-pathogenex	38019016.0	PMC10783046	fulltexts/PMC10783046.xml	RNA-Seq, Transcriptomics, Gene regulation, Molecular interactions, pathways and networks
EPIK	epik	37975872.0	PMC10701097	fulltexts/PMC10701097.xml	Phylogeny, Metagenomics, Metagenomic sequencing
DiSignAtlas	disignatlas	37930831.0	PMC10767933	fulltexts/PMC10767933.xml	Transcriptomics, Pathology, RNA-Seq, Personalised medicine, Gene transcripts
BLR	blr	37941142.0	PMC10711428	fulltexts/PMC10711428.xml	Workflows, Sequencing, Sequence assembly, DNA polymorphism
PhasiHunter	phasihunter	37950456.0	PMC10651429	fulltexts/PMC10651429.xml	Functional, regulatory and non-coding RNA, Plant biology, Molecular interactions, pathways and networks, Gene transcripts, Transcriptomics
SCALA	scala	38022693.0	PMC10651449	fulltexts/PMC10651449.xml	RNA-Seq, Gene expression, Chromosome conformation capture, Immunoproteins and antigens, Molecular interactions, pathways and networks
PRANA	pranaR	37974076.0	PMC10652545	fulltexts/PMC10652545.xml	RNA-Seq, Molecular interactions, pathways and networks, Gene expression, Genotype and phenotype, Microarray experiment
SPACEL	spacel	37990022.0	PMC10663563	fulltexts/PMC10663563.xml	Transcriptomics, Gene transcripts, RNA-Seq, Bioinformatics
MMPatho	mmpatho	37947586.0	PMC10685454	fulltexts/PMC10685454.xml	Genetic variation, Pathology, Exome sequencing
ZeroBind	zerobind	38030641.0	PMC10687269	fulltexts/PMC10687269.xml	Small molecules, Machine learning, Protein interactions, Molecular biology, Molecular modelling
COLOCdb	colocdb	37941154.0	PMC10767919	fulltexts/PMC10767919.xml	GWAS study, Genotype and phenotype, Epigenetics, Mapping, DNA polymorphism
ZEBRA	zebra_ccb	37941147.0	PMC10767845	fulltexts/PMC10767845.xml	Geriatric medicine, RNA-Seq, Model organisms, Gene expression
trRosettaRNA	trrosettarna	37945552.0	PMC10636060	fulltexts/PMC10636060.xml	Structure prediction, Functional, regulatory and non-coding RNA, Nucleic acid structure analysis, Gene transcripts, Machine learning
scMuffin	scmuffin	38012590.0	PMC10680269	fulltexts/PMC10680269.xml	Transcriptomics, Oncology, Genotype and phenotype, Cell biology, RNA-Seq
VEuPathDB	veupathdb	37953350.0	PMC10767879	fulltexts/PMC10767879.xml	Model organisms, Bioinformatics, Workflows, RNA-Seq
DeepFold	deepfold	37995286.0	PMC10699847	fulltexts/PMC10699847.xml	Structure prediction, Protein folds and structural domains, Protein structural motifs and surfaces, Protein folding, stability and design, Sequence sites, features and motifs
DRMref	drmref	37986230.0	PMC10767840	fulltexts/PMC10767840.xml	Functional, regulatory and non-coding RNA, Oncology, Small molecules, Gene expression, Pharmacology
TE-TSS	te-tss	37956335.0	PMC10767810	fulltexts/PMC10767810.xml	Transcription factors and regulatory sites, Model organisms, Epigenetics, Transcriptomics, Gene transcripts
PLM-ARG	plm-arg	37995287.0	PMC10676515	fulltexts/PMC10676515.xml	Metatranscriptomics, Metagenomics, Protein expression, Microbial ecology, Machine learning
AFRbase	afrbase	37947313.0	PMC10656092	fulltexts/PMC10656092.xml	Genetic variation, Model organisms, Proteins
VirusHound-I	virushound-i	38033292.0	PMC10753651	fulltexts/PMC10753651.xml	Machine learning, Immunoinformatics, Immunogenetics, Immunoproteins and antigens, Pharmacology
JSONWP	jsonwp	37904893.0	PMC10613403	fulltexts/PMC10613403.xml	Proteins, Bioinformatics, Software engineering
Cell4D	cell4d		PMC10956314	fulltexts/PMC10956314.xml	Molecular interactions, pathways and networks, Lipids, Transcription factors and regulatory sites
JeasyTFM	jeasytfm	37928344.0	PMC10625472	fulltexts/PMC10625472.xml	Imaging, Cytometry, Physics, Protein expression
syntenyPlotteR	syntenyplotter	38023328.0	PMC10660287	fulltexts/PMC10660287.xml	Mapping, Structural variation, Sequence assembly, Evolutionary biology
DegronMD	degronmd	37992195.0	PMC10701100	fulltexts/PMC10701100.xml	Protein targeting and localisation, Genetic variation, Small molecules, Proteomics, Oncology
ProbioMinServer	probiominserver	37928343.0	PMC10625473	fulltexts/PMC10625473.xml	Whole genome sequencing, Metabolomics, Small molecules, Phylogenetics, Agricultural science
SCAN	scan_db	37930842.0	PMC10767991	fulltexts/PMC10767991.xml	Neurobiology, Neurology, Pathology, Transcriptomics, Transcription factors and regulatory sites
LncPCD	lncpcd	38011720.0	PMC10681436	fulltexts/PMC10681436.xml	Functional, regulatory and non-coding RNA, Pathology, Cell biology, Gene transcripts, Cardiology
ATLAS	atlas_db	37986215.0	PMC10767941	fulltexts/PMC10767941.xml	Molecular dynamics, Protein folds and structural domains, Protein interactions, Protein folding, stability and design, Molecular modelling
g:Profiler	gprofiler		PMC4987867	fulltexts/PMC4987867.xml	Ontology and terminology, Function analysis, Genomics, Molecular interactions, pathways and networks
g:Profiler	gprofiler		PMC6602461	fulltexts/PMC6602461.xml	Ontology and terminology, Function analysis, Genomics, Molecular interactions, pathways and networks
g:Profiler	gprofiler		PMC1933153	fulltexts/PMC1933153.xml	Ontology and terminology, Function analysis, Genomics, Molecular interactions, pathways and networks
g:Profiler	gprofiler		PMC3125778	fulltexts/PMC3125778.xml	Ontology and terminology, Function analysis, Genomics, Molecular interactions, pathways and networks
g:Profiler	gprofiler	33564394.0	PMC7859841	fulltexts/PMC7859841.xml	Ontology and terminology, Function analysis, Genomics, Molecular interactions, pathways and networks
ncRNADrug	ncrnadrug	37953323.0	PMC10767907	fulltexts/PMC10767907.xml	Functional, regulatory and non-coding RNA, Small molecules, Oncology, Drug development, Drug discovery
G-Aligner	g-aligner	37964228.0	PMC10644574	fulltexts/PMC10644574.xml	Metabolomics, Proteomics experiment, Mapping, Structure analysis
RVdb	rvdb	37930838.0	PMC10768139	fulltexts/PMC10768139.xml	Public health and epidemiology, Phylogenetics, Genetic variation, Respiratory medicine, Plant biology
Hybkit	hybkit	38006335.0	PMC10701094	fulltexts/PMC10701094.xml	Functional, regulatory and non-coding RNA, RNA-Seq, Imaging, RNA immunoprecipitation
PhageScope	phagescope	37904614.0	PMC10767790	fulltexts/PMC10767790.xml	Taxonomy, Genomics, Mobile genetic elements, Sequencing, Gene expression
parazitCUB	parazitcub	38021405.0	PMC10682597	fulltexts/PMC10682597.xml	Gene expression, Parasitology, Molecular evolution, Zoology, Model organisms
BridgeDb API	bridgedb_api	20047655.0	PMC2824678	fulltexts/PMC2824678.xml	Data identity and mapping, Rare diseases
MetGENE	metgene	37983749.0	PMC10659118	fulltexts/PMC10659118.xml	Metabolomics, Small molecules, Molecular interactions, pathways and networks, Genotype and phenotype, Anatomy
PECAT	pecat	38580638.0	PMC10997618	fulltexts/PMC10997618.xml	Sequence assembly, DNA polymorphism, Mapping
VIBES	vibes		PMC10993291	fulltexts/PMC10993291.xml	Genomics, Workflows, Whole genome sequencing, Computer science, Sequence sites, features and motifs
Drava	drava	38074525.0	PMC10707479	fulltexts/PMC10707479.xml	Machine learning, Physics, Imaging
Chemprop	chemprop	38147829.0	PMC10777403	fulltexts/PMC10777403.xml	Machine learning, NMR, Chemistry, Endocrinology and metabolism, Molecular biology
MCPtaggR	mcptaggr	38134958.0	PMC10799318	fulltexts/PMC10799318.xml	Genotype and phenotype, Plant biology, Sequencing, DNA polymorphism, Structural variation
MetalDock	metaldock	38048559.0	PMC10751784	fulltexts/PMC10751784.xml	Molecular modelling, NMR, DNA
Clumppling	clumppling	38096585.0	PMC10766593	fulltexts/PMC10766593.xml	Structure analysis, Population genetics, Genotype and phenotype
ImageNomer	imagenomer	38125823.0	PMC10732473	fulltexts/PMC10732473.xml	Genotype and phenotype, Medical imaging, DNA polymorphism, Machine learning
STCellbin	stcellbin	38434932.0	PMC10905256	fulltexts/PMC10905256.xml	Transcriptomics, Cell biology, Imaging, Genotype and phenotype, RNA-Seq
NAGPKin	nagpkin	38117593.0	PMC10916857	fulltexts/PMC10916857.xml	Cell biology, Drug discovery, Model organisms
MetaTox	metatox	38075828.0	PMC10702315	fulltexts/PMC10702315.xml	Small molecules, Metabolomics, Endocrinology and metabolism, Drug metabolism, Molecular interactions, pathways and networks
MESPEUS	mespeus	37941148.0	PMC10767821	fulltexts/PMC10767821.xml	Proteins, Biological databases, NMR, X-ray diffraction, Small molecules
HALD	hald	38040715.0	PMC10692171	fulltexts/PMC10692171.xml	Geriatric medicine, Natural language processing, Small molecules, Biomarkers, Carbohydrates
DeepHLAPred	deephlapred	37993812.0	PMC10666343	fulltexts/PMC10666343.xml	Immunoproteins and antigens, Machine learning, Small molecules
PredictONCO	predictonco	38066711.0	PMC10709543	fulltexts/PMC10709543.xml	Oncology, Personalised medicine, Genetic variation, Pathology, Machine learning
AMALPHI	amalphi	38134445.0	PMC10853961	fulltexts/PMC10853961.xml	Machine learning, X-ray diffraction, Small molecules, Drug development, Electron microscopy
RefMetaPlant	refmetaplant	37953341.0	PMC10767953	fulltexts/PMC10767953.xml	Metabolomics, Plant biology, Small molecules, Proteomics experiment, Agricultural science
MarFERReT	marferret	38129449.0	PMC10739892	fulltexts/PMC10739892.xml	Metatranscriptomics, Model organisms, Proteomics, Taxonomy, Metagenomics
NPS-MS	nps_ms	38048435.0	PMC10733899	fulltexts/PMC10733899.xml	Proteomics experiment, Toxicology, Small molecules, Chemistry
RESA	resa	38111063.0	PMC10726641	fulltexts/PMC10726641.xml	Genetic variation, RNA-Seq, Gene expression, RNA, Exome sequencing
PPGR	ppgr	37933857.0	PMC10767873	fulltexts/PMC10767873.xml	Plant biology, Gene regulation, Molecular interactions, pathways and networks, Transcription factors and regulatory sites, Transcriptomics
UniProtExtractR	uniprotextractr	37953912.0	PMC10636703	fulltexts/PMC10636703.xml	Cell biology, Small molecules, Molecular interactions, pathways and networks, Gene and protein families, Protein modifications
AAAKB	aaakb	38100461.0	PMC10723669	fulltexts/PMC10723669.xml	Molecular interactions, pathways and networks, Gene expression, Pathology, DNA polymorphism, Machine learning
BRACNAC	bracnac	38068953.0	PMC10706169	fulltexts/PMC10706169.xml	Sequencing, Copy number variation, Gene transcripts, Genomics, Probes and primers
TCR-ESM	tcr_esm	38146434.0	PMC10749252	fulltexts/PMC10749252.xml	Small molecules, Immunoproteins and antigens, Literature and language, Molecular interactions, pathways and networks
GeneCompete	genecompete	38077583.0	PMC10703088	fulltexts/PMC10703088.xml	Biomarkers, Gene expression, Microarray experiment, RNA-Seq, Pathology
PEPMatch	pepmatch	38110863.0	PMC10726511	fulltexts/PMC10726511.xml	Immunology, Small molecules, Proteomics, Sequence analysis, Oncology
VarCards2	varcards2	37956311.0	PMC10767961	fulltexts/PMC10767961.xml	RNA splicing, Genetic variation, Genomics, Mapping, Epigenetics
LMdist	lmdist	38060267.0	PMC10713119	fulltexts/PMC10713119.xml	Ecology, Plant biology, Freshwater biology
BioMOBS	biomobs	38096184.0	PMC10721075	fulltexts/PMC10721075.xml	Personalised medicine, Biochemistry, Biomarkers, Workflows, Biobank
PGS-Depot	pgs-depot	37953384.0	PMC10767792	fulltexts/PMC10767792.xml	DNA polymorphism, GWAS study, Biobank, Statistics and probability, Genotype and phenotype
ATACAmp	atacamp	37950200.0	PMC10638764	fulltexts/PMC10638764.xml	Whole genome sequencing, Oncology, DNA, Gene expression, Chromosome conformation capture
EVIHVR	evihvr	38074977.0	PMC10699670	fulltexts/PMC10699670.xml	Genetic variation, Gene expression, Human biology, Protein interaction experiment
SOHPIE	sohpie	38134422.0	PMC10807904	fulltexts/PMC10807904.xml	Microbial ecology, Statistics and probability, Genotype and phenotype
Planteome	planteome	38055832.0	PMC10767901	fulltexts/PMC10767901.xml	Plant biology, Ontology and terminology, Genotype and phenotype, Transcription factors and regulatory sites
Parsley	parsley	38048610.0	PMC10715767	fulltexts/PMC10715767.xml	Biology, Workflows, Bioinformatics
PhosBoost	phosboost	38124705.0	PMC10732782	fulltexts/PMC10732782.xml	Protein modifications, Protein interactions, Statistics and probability, Plant biology
SingleScan	singlescan	38062357.0	PMC10704760	fulltexts/PMC10704760.xml	Transcriptomics, Workflows, Literature and language, ChIP-seq, Oncology
itaxalogue	itaxalogue	38077427.0	PMC10702336	fulltexts/PMC10702336.xml	Taxonomy, DNA, Biological databases, Sequencing, Model organisms
PAPerFly	paperfly	38114921.0	PMC10731698	fulltexts/PMC10731698.xml	ChIP-seq, Sequence assembly, Transcription factors and regulatory sites
PMFFRC	pmffrc	38036969.0	PMC10691058	fulltexts/PMC10691058.xml	Sequencing, Genomics, Mapping
comboSC	combosc	38041202.0	PMC10691165	fulltexts/PMC10691165.xml	Transcriptomics, RNA-Seq, Oncology, Personalised medicine, Preclinical and clinical studies
MERITS	merits	38549946.0	PMC10973932	fulltexts/PMC10973932.xml	Small molecules, Immunoproteins and antigens, Protein structure analysis, Protein modifications, Protein interactions
Scipion-chem	scipion_chem	38052452.0	PMC10751785	fulltexts/PMC10751785.xml	Molecular modelling, Drug discovery, Pharmacology, Workflows, Cheminformatics
ICBcomb	icbcomb	38095856.0	PMC10753530	fulltexts/PMC10753530.xml	Oncology, Preclinical and clinical studies, Gene expression, Immunology, Biobank
SCInter	scinter	38125297.0	PMC10731004	fulltexts/PMC10731004.xml	Transcriptomics, Functional, regulatory and non-coding RNA, Cell biology, RNA-Seq, Oncology
BactEXTRACT	bactextract	38361656.0	PMC10866030	fulltexts/PMC10866030.xml	Gene expression
D2H2	d2h2	38107655.0	PMC10723036	fulltexts/PMC10723036.xml	RNA-Seq, Transcriptomics, Microarray experiment, Endocrinology and metabolism, Small molecules
stabJGL	stabjgl	38152341.0	PMC10751232	fulltexts/PMC10751232.xml	Proteomics, Statistics and probability, Experimental design and studies, Molecular interactions, pathways and networks
VSCode-Antimony	vscode_antimony	38096590.0	PMC10753917	fulltexts/PMC10753917.xml	Systems biology, Protein expression, Human biology, Molecular interactions, pathways and networks, Software engineering
TCGAplot	tcgaplot	38105215.0	PMC10726608	fulltexts/PMC10726608.xml	DNA polymorphism, Oncology, Gene expression, Genomics, Molecular interactions, pathways and networks
Twnbiome	twnbiome	38097965.0	PMC10722848	fulltexts/PMC10722848.xml	Microbial ecology, Sequencing, Biological databases
CellTICS	celltics	38061196.0	PMC10703497	fulltexts/PMC10703497.xml	Machine learning, Molecular interactions, pathways and networks, Gene expression, RNA-Seq, Cell biology
Ursa	ursa	38091963.0	PMC10752348	fulltexts/PMC10752348.xml	Immunomics, Proteomics, Transcriptomics, Cytometry, Workflows
SpliceWiz	splicewiz	38152981.0	PMC10753292	fulltexts/PMC10753292.xml	RNA splicing, Gene transcripts, RNA-Seq, Model organisms, Molecular interactions, pathways and networks
AutoGVP	autogvp	38426335.0	PMC10955249	fulltexts/PMC10955249.xml	Workflows, Exome sequencing, Genomics, Pathology
Patchwork	patchwork_alig	38085033.0	PMC10735302	fulltexts/PMC10735302.xml	Phylogenomics, Whole genome sequencing, Phylogenetics, Sequence assembly, Metagenomics
survex	survex	38039146.0	PMC11025379	fulltexts/PMC11025379.xml	Machine learning, Medical imaging, Statistics and probability, Medicine, Tomography
SNO-DCA	sno_dca	38148797.0	PMC10750070	fulltexts/PMC10750070.xml	Protein modifications, Machine learning, Protein sites, features and motifs
Open-ComBind	open_combind	38062207.0	PMC10703974	fulltexts/PMC10703974.xml	Molecular modelling, Medicinal chemistry, Machine learning, Small molecules, Protein interactions
hybridDBRpred	hybriddbrpred	38048333.0	PMC10810184	fulltexts/PMC10810184.xml	Small molecules, Protein disordered structure, Protein folding, stability and design, Protein interactions, DNA
PDBImages	pdbimages	38085238.0	PMC10746859	fulltexts/PMC10746859.xml	Imaging, Model organisms, Sequence assembly
iProPhos	iprophos	38097182.0	PMC10828474	fulltexts/PMC10828474.xml	Proteomics, Sequence analysis, Oncology, Proteomics experiment, Protein interactions
LncLocFormer	lnclocformer	38109668.0	PMC10749772	fulltexts/PMC10749772.xml	Functional, regulatory and non-coding RNA, Sequence sites, features and motifs, Transcriptomics
E-RNAi	e-rnai	15980541.0	PMC1160229	fulltexts/PMC1160229.xml	RNAi experiment, Functional, regulatory and non-coding RNA, Model organisms, Experimental design and studies
E-RNAi	e-rnai	20444868.0	PMC2896145	fulltexts/PMC2896145.xml	RNAi experiment, Functional, regulatory and non-coding RNA, Model organisms, Experimental design and studies
iMir	imir	24330401.0	PMC3878829	fulltexts/PMC3878829.xml	Functional genomics
MVDA	mvda	26283178.0	PMC4539887	fulltexts/PMC4539887.xml	Biology
MVBioDataSim	mvbiodatasim	25962835.0	PMC4448275	fulltexts/PMC4448275.xml	Biology
CONDOP	condop	24884724.0	PMC4235196	fulltexts/PMC4235196.xml	Biology
POOE	pooe	38078741.0	PMC10804963	fulltexts/PMC10804963.xml	Machine learning, Plant biology, Proteomics, Natural language processing, Bioinformatics
Single-cell Proteomic DataBase	scpdb	37953313.0	PMC10767837	fulltexts/PMC10767837.xml	Proteomics, Sequence analysis, Genotype and phenotype, Proteomics experiment, Membrane and lipoproteins
PhenoSV	phenosv	38016949.0	PMC10684511	fulltexts/PMC10684511.xml	Structural variation, Genotype and phenotype, Machine learning, DNA polymorphism, Epigenetics
oggmap	oggmap	37952198.0	PMC10663984	fulltexts/PMC10663984.xml	Transcriptomics, Model organisms, Gene and protein families, Cell biology, Phylogenetics
Cirscan	cirscan	38302900.0	PMC10832221	fulltexts/PMC10832221.xml	Functional, regulatory and non-coding RNA, Gene transcripts, Gene expression, Molecular interactions, pathways and networks, Microarray experiment
RecView	recview	38007417.0	PMC10676570	fulltexts/PMC10676570.xml	DNA polymorphism, DNA replication and recombination, Genotype and phenotype, Mapping, Workflows
STOmicsDB	stomicsdb	37953328.0	PMC10767841	fulltexts/PMC10767841.xml	Transcriptomics, Literature and language, Biological databases, RNA-Seq, Molecular interactions, pathways and networks
MLpronto	mlpronto	38032968.0	PMC10688639	fulltexts/PMC10688639.xml	Machine learning, Software engineering
VCell	vcell	27959915.0	PMC5154471	fulltexts/PMC5154471.xml	Computational biology, Systems biology
LibGENiE	libgenie	37736300.0	PMC10510078	fulltexts/PMC10510078.xml	
Alphamod	alphamod	38047234.0	PMC10690423	fulltexts/PMC10690423.xml	Molecular modelling, Bioinformatics, Machine learning
galba	galba		PMC10472564	fulltexts/PMC10472564.xml	Workflows, Genomics, Gene transcripts
PLAE	plae	37747415.0	PMC10578359	fulltexts/PMC10578359.xml	Transcriptomics, Protein expression, Model organisms, Cell biology, RNA-Seq
TRAP	trap_t	37705109.0	PMC10498576	fulltexts/PMC10498576.xml	Immunogenetics, Immunoproteins and antigens, Vaccinology, Immunoinformatics, Small molecules
Infrared	infrared	38493130.0	PMC10943887	fulltexts/PMC10943887.xml	Nucleic acid structure analysis, Bioinformatics, Phylogenetics
RINmaker	rinmaker	37697267.0	PMC10496328	fulltexts/PMC10496328.xml	Protein folding, stability and design, Protein interactions, Machine learning, Small molecules
StARGate-X	stargate_x	37732505.0	PMC10757075	fulltexts/PMC10757075.xml	Molecular interactions, pathways and networks, Genomics, Proteins, Endocrinology and metabolism
DEVOUR	devour	37727687.0	PMC10506587	fulltexts/PMC10506587.xml	Exome sequencing, Genomics, Pathology, Whole genome sequencing, Medical informatics
