name	biotoolsID	pubmedid	pubmedcid	link
MINT	mint	19897547	PMC2808973	fulltexts/PMC2808973.xml
Esearch3D	esearch3d	37021559	PMC10250221	fulltexts/PMC10250221.xml
SLEMM	slemm	36897019	PMC10039786	fulltexts/PMC10039786.xml
excluderanges	excluderanges	37067481	PMC10126321	fulltexts/PMC10126321.xml
DLA-Ranker	dla-ranker	35962985	PMC9525006	fulltexts/PMC9525006.xml
MS Annika	ms_annika	NA	PMC8155564	fulltexts/PMC8155564.xml
MS Annika	ms_annika	NA	PMC10476269	fulltexts/PMC10476269.xml
EvolView	evolview	22695796	PMC3394307	fulltexts/PMC3394307.xml
EvolView	evolview	27131786	PMC4987921	fulltexts/PMC4987921.xml
ElasticBLAST	elasticblast	36967390	PMC10040096	fulltexts/PMC10040096.xml
FungiProteomeDB	fungiproteomedb	36929177	PMC10019025	fulltexts/PMC10019025.xml
RNAget	rnaget_1	36897015	PMC10081869	fulltexts/PMC10081869.xml
RNAget	rna_get	36897015	PMC10081869	fulltexts/PMC10081869.xml
RNAget	rnaget	36897015	PMC10081869	fulltexts/PMC10081869.xml
Megan Server	megan_server	36825821	PMC9991050	fulltexts/PMC9991050.xml
DeepSTABp	deepstabp	37108605	PMC10138888	fulltexts/PMC10138888.xml
SelectBCM	selectbcm	36879900	PMC9985330	fulltexts/PMC9985330.xml
shinyHTGQC	pub2tools2023__shinyhtgqc	36950141	PMC10027062	fulltexts/PMC10027062.xml
shinyHTGQC	shinyhtgqc	36950141	PMC10027062	fulltexts/PMC10027062.xml
Planet Microbe	planetmicrobe	32735679	PMC7778950	fulltexts/PMC7778950.xml
Planet Microbe	planet_microbe	32735679	PMC7778950	fulltexts/PMC7778950.xml
Galaxy Australia	galaxy_australia	NA	PMC7319590	fulltexts/PMC7319590.xml
MorphoNet	morphonet	NA	PMC6597584	fulltexts/PMC6597584.xml
MorphoNet	morphonet	NA	PMC7145539	fulltexts/PMC7145539.xml
NEREL-BIO	nerel_bio	37004189	PMC10129873	fulltexts/PMC10129873.xml
mBONITA	mbonita	37000949	PMC10167691	fulltexts/PMC10167691.xml
dipwmsearch	dipwmsearch	37010504	PMC10081870	fulltexts/PMC10081870.xml
PXStools	pxstools	NA	PMC10114106	fulltexts/PMC10114106.xml
GRaNPA	granpa	37073532	PMC10258561	fulltexts/PMC10258561.xml
GRaNIE	granie	37073532	PMC10258561	fulltexts/PMC10258561.xml
ANISEED	ANISEED	NA	PMC5753386	fulltexts/PMC5753386.xml
ANISEED	ANISEED	NA	PMC4702943	fulltexts/PMC4702943.xml
ANISEED	ANISEED	NA	PMC7145539	fulltexts/PMC7145539.xml
ANISEED	ANISEED	NA	PMC7145539	fulltexts/PMC7145539.xml
Ciona robusta Anatomy and Development Ontology	Ciona_robusta_Anatomy_and_Development_Ontology	NA	PMC4702943	fulltexts/PMC4702943.xml
CellTrackVis	celltrackvis	36991341	PMC10053428	fulltexts/PMC10053428.xml
MineProt	mineprot	37562062	PMC10414801	fulltexts/PMC10414801.xml
RING-PyMOL	ring_pymol	37079739	PMC10159649	fulltexts/PMC10159649.xml
TB-ML	tb_ml	37033466	PMC10074023	fulltexts/PMC10074023.xml
Insplico	insplico	37026474	PMC10250204	fulltexts/PMC10250204.xml
GeoBind	geobind	37070217	PMC10250245	fulltexts/PMC10250245.xml
APOP	apop	37115636	PMC10185404	fulltexts/PMC10185404.xml
ChemGAPP	chemgapp	37014365	PMC10085634	fulltexts/PMC10085634.xml
smalldisco	smalldisco	37094819	PMC10234390	fulltexts/PMC10234390.xml
WAVES	waves_cov	37018136	PMC10081868	fulltexts/PMC10081868.xml
EBD	ebd	37052519	PMC10168589	fulltexts/PMC10168589.xml
pyInfinityFlow	pyinfinityflow	37097893	PMC10166583	fulltexts/PMC10166583.xml
PathogenFinder	pathogenfinder	NA	PMC3810466	fulltexts/PMC3810466.xml
A2TEA	a2tea	37224329	PMC10186066	fulltexts/PMC10186066.xml
AutophagyNet	autophagynet	37589496	PMC10761021	fulltexts/PMC10761021.xml
RNAct	RNAct	30445601	PMC6324028	fulltexts/PMC6324028.xml
DEPIB	DEPIB	30977188	PMC6850038	fulltexts/PMC6850038.xml
DEPIB	DEPIB	NA	PMC6944699	fulltexts/PMC6944699.xml
3SRP	3SRP	29367672	PMC5783949	fulltexts/PMC5783949.xml
3SRP	3SRP	29445370	PMC5797797	fulltexts/PMC5797797.xml
3SRP	3SRP	29116112	PMC5676863	fulltexts/PMC5676863.xml
3SRP	3SRP	NA	PMC7072876	fulltexts/PMC7072876.xml
3SRP	3SRP	32438566	PMC7284977	fulltexts/PMC7284977.xml
3SRP	3SRP	NA	PMC7200824	fulltexts/PMC7200824.xml
SpliceTools	splicetools	36864749	PMC10123099	fulltexts/PMC10123099.xml
faltwerk	faltwerk	36908399	PMC9998081	fulltexts/PMC9998081.xml
iProm-Sigma54	iprom-sigma54	36980170	PMC10047130	fulltexts/PMC10047130.xml
PhytoOracle	phytooracle	36950362	PMC10025408	fulltexts/PMC10025408.xml
BOMA	boma	36936070	PMC10014309	fulltexts/PMC10014309.xml
PGNneo	pgnneo	36899918	PMC10000440	fulltexts/PMC10000440.xml
ViReMa	virema	36939008	PMC10025937	fulltexts/PMC10025937.xml
spongEffects	spongeffects	37084275	PMC10220456	fulltexts/PMC10220456.xml
MF-PCBA	mf_pcba	37058588	PMC10170507	fulltexts/PMC10170507.xml
SynBioTools	synbiotools	37069545	PMC10111727	fulltexts/PMC10111727.xml
FAS	fas	37084276	PMC10185405	fulltexts/PMC10185405.xml
Cellcano	cellcano	37012226	PMC10070275	fulltexts/PMC10070275.xml
ICAT	icat_scrna	37086439	PMC10172037	fulltexts/PMC10172037.xml
methylR	methylr	37039839	PMC10125902	fulltexts/PMC10125902.xml
MyGeneset.info	mygeneset_info	37070209	PMC10481249	fulltexts/PMC10481249.xml
FLEXR	flexr	37071395	PMC10167668	fulltexts/PMC10167668.xml
CNV-ClinViewer	cnv_clinviewer	37104749	PMC10174702	fulltexts/PMC10174702.xml
OTTERS	otters	36882394	PMC9992663	fulltexts/PMC9992663.xml
Phylobone	phylobone	37580331	PMC10425349	fulltexts/PMC10425349.xml
PreTP-2L	pretp_2l	37010503	PMC10076046	fulltexts/PMC10076046.xml
EasyCellType	easycelltype	36998720	PMC10049754	fulltexts/PMC10049754.xml
FuzPred	fuzpred	36987846	PMC10320189	fulltexts/PMC10320189.xml
AdaLiftOver	adaliftover	37004197	PMC10085516	fulltexts/PMC10085516.xml
Matilda	matilda	36912104	PMC10164589	fulltexts/PMC10164589.xml
DiNiro	diniro	36879901	PMC9985332	fulltexts/PMC9985332.xml
GenoVi	genovi	37014908	PMC10104344	fulltexts/PMC10104344.xml
ProFeatMap	profeatmap	36936371	PMC10023195	fulltexts/PMC10023195.xml
DiSiR	disir	36968431	PMC10034587	fulltexts/PMC10034587.xml
NGenomeSyn	ngenomesyn	36883694	PMC10027429	fulltexts/PMC10027429.xml
PyAGH	pyagh	37072709	PMC10111838	fulltexts/PMC10111838.xml
eccDB	eccdb	37018146	PMC10112955	fulltexts/PMC10112955.xml
MACdb	macdb	37027007	PMC10320464	fulltexts/PMC10320464.xml
AcrNET	acrnet	37084259	PMC10174705	fulltexts/PMC10174705.xml
TrEMOLO	tremolo	37013657	PMC10069131	fulltexts/PMC10069131.xml
bakR	bakr	37028916	PMC10275263	fulltexts/PMC10275263.xml
POSTRE	postre	36999617	PMC10201441	fulltexts/PMC10201441.xml
SwissTree	swisstree	NA	PMC4524488	fulltexts/PMC4524488.xml
NeddPred	neddpred	32581647	PMC7290059	fulltexts/PMC7290059.xml
pSuc-EDBAM	psuc-edbam	36316638	PMC9620660	fulltexts/PMC9620660.xml
PATO	pato_3h	36924420	PMC10049783	fulltexts/PMC10049783.xml
MADAP	madap	17526516	PMC1933235	fulltexts/PMC1933235.xml
ChIP-Seq	chip-seq	NA	PMC5116162	fulltexts/PMC5116162.xml
SNP2TFBS	snp2tfbs	NA	PMC5210548	fulltexts/PMC5210548.xml
PlaASDB	plaasdb	37106367	PMC10134664	fulltexts/PMC10134664.xml
PyHMMER	pyhmmer	37074928	PMC10159651	fulltexts/PMC10159651.xml
AlloReverse	alloreverse	37070199	PMC10320067	fulltexts/PMC10320067.xml
MiSurv	misurv	37039671	PMC10269532	fulltexts/PMC10269532.xml
PurificationDB	purificationdb	37010519	PMC10069378	fulltexts/PMC10069378.xml
PSReliP	psrelip	37020193	PMC10074814	fulltexts/PMC10074814.xml
Quanty-cFOS	quanty-cfos	36899840	PMC10000431	fulltexts/PMC10000431.xml
CircularSTAR3D	circularstar3d	36987885	PMC10201423	fulltexts/PMC10201423.xml
CAFrgDB	cafrgdb	36922546	PMC10281871	fulltexts/PMC10281871.xml
CRISPR-Cas-Docker	crispr_cas_docker	37098485	PMC10127312	fulltexts/PMC10127312.xml
easyPheno	easypheno	37066135	PMC10101695	fulltexts/PMC10101695.xml
IMPUTE 5	impute_5	33196638	PMC7704051	fulltexts/PMC7704051.xml
SHAPEIT5	shapeit5	37386248	PMC10335929	fulltexts/PMC10335929.xml
Pickaxe	pickaxe	36949401	PMC10031857	fulltexts/PMC10031857.xml
ENDURE	endure	37228581	PMC10204868	fulltexts/PMC10204868.xml
nf-core isoseq	nf-core_isoseq	36961337	PMC10199315	fulltexts/PMC10199315.xml
UcTCRdb	uctcrdb	36993970	PMC10040587	fulltexts/PMC10040587.xml
REDfold	redfold	36977986	PMC10044938	fulltexts/PMC10044938.xml
RSCanner	rscanner	36857576	PMC10017096	fulltexts/PMC10017096.xml
Snapshot	snapshot	36941541	PMC10026520	fulltexts/PMC10026520.xml
IP4GS	ip4gs	36950355	PMC10025548	fulltexts/PMC10025548.xml
GENESIGNET	genesignet	36879282	PMC9987115	fulltexts/PMC9987115.xml
peaks2utr	peaks2utr	36864613	PMC10008064	fulltexts/PMC10008064.xml
SCARdock	scardock	36969452	PMC10034828	fulltexts/PMC10034828.xml
BioExcel Building Blocks tutorials: Protein MD Setup (Amber Version)	bioexcel_building_blocks_tutorials_protein_md_setup_amber_version	31506435	PMC6736963	fulltexts/PMC6736963.xml
BioExcel Building Blocks tutorials: Mutation Free Energy Calculations	bioexcel_building_blocks_tutorials_mutation_free_energy_calculations	31506435	PMC6736963	fulltexts/PMC6736963.xml
BioExcel Building Blocks tutorials: Protein-ligand Docking	bioexcel_building_blocks_tutorials_protein-ligand_docking	31506435	PMC6736963	fulltexts/PMC6736963.xml
BioExcel Building Blocks tutorials: Protein Conformational Transitions	bioexcel_building_blocks_tutorials_protein_conformational_transitions	31506435	PMC6736963	fulltexts/PMC6736963.xml
BioExcel Building Blocks tutorials: Molecular Interaction Potentials	bioexcel_building_blocks_tutorials_molecular_interaction_potentials	31506435	PMC6736963	fulltexts/PMC6736963.xml
BioExcel Building Blocks tutorials: Molecular Structure Checking	bioexcel_building_blocks_tutorials_molecular_structure_checking	31506435	PMC6736963	fulltexts/PMC6736963.xml
PlantLTRdb	plantltrdb	36950350	PMC10025401	fulltexts/PMC10025401.xml
MEDIPIPE	medipipe	37402621	PMC10348834	fulltexts/PMC10348834.xml
SpheroidAnalyseR	spheroidanalyser	36992918	PMC10040300	fulltexts/PMC10040300.xml
scAnnotate	scannotate	36949780	PMC10027414	fulltexts/PMC10027414.xml
Destin2	destin2	36873935	PMC9981783	fulltexts/PMC9981783.xml
KARGVA	kargva	36960290	PMC10027697	fulltexts/PMC10027697.xml
GVC	gvc	36978010	PMC10044409	fulltexts/PMC10044409.xml
FAMetA	fameta	36857618	PMC10025582	fulltexts/PMC10025582.xml
dbAQP-SNP	dbaqp-snp	36913438	PMC10010469	fulltexts/PMC10010469.xml
Cardinal	cardinal	25777525	PMC4495298	fulltexts/PMC4495298.xml
IMPUTE2	impute2	NA	PMC3276165	fulltexts/PMC3276165.xml
IMPUTE2	impute2	NA	PMC2689936	fulltexts/PMC2689936.xml
SDM	sdm2	28525590	PMC5793720	fulltexts/PMC5793720.xml
BioExcel Building Blocks tutorials: Macromolecular Coarse-Grained Flexibility	bioexcel_building_blocks_tutorials_macromolecular_coarse-grained_flexibility	31506435	PMC6736963	fulltexts/PMC6736963.xml
CFAGO	cfago	36883697	PMC10032634	fulltexts/PMC10032634.xml
GoaT	goat	36864925	PMC9971660	fulltexts/PMC9971660.xml
LAVAA	lavaa	36908397	PMC9998102	fulltexts/PMC9998102.xml
QuantImage	quantimage	36947346	PMC10033788	fulltexts/PMC10033788.xml
DeepLBCEPred	deeplbcepred	36910218	PMC9992402	fulltexts/PMC9992402.xml
AFTM	aftm	36917599	PMC10013729	fulltexts/PMC10013729.xml
iEnhancer-DCSV	ienhancer-dcsv	36936423	PMC10014624	fulltexts/PMC10014624.xml
cnnLSV	cnnlsv	36977976	PMC10045035	fulltexts/PMC10045035.xml
MAW	maw	36871033	PMC9985203	fulltexts/PMC9985203.xml
CenFind	cenfind	36977999	PMC10045196	fulltexts/PMC10045196.xml
DrosOmics	drosomics	36971243	PMC10089646	fulltexts/PMC10089646.xml
ProInfer	proinfer	36930671	PMC10057851	fulltexts/PMC10057851.xml
StonPy	stonpy	36897014	PMC10017094	fulltexts/PMC10017094.xml
IPs-GRUAtt	ips-gruatt	36908648	PMC9968446	fulltexts/PMC9968446.xml
IntelliSleepScorer	intellisleepscorer	36922536	PMC10017698	fulltexts/PMC10017698.xml
HTGQC	htgqc	36950141	PMC10027062	fulltexts/PMC10027062.xml
HiCube	hicube	36961339	PMC10081873	fulltexts/PMC10081873.xml
cgRNASP	cgrnasp	36879898	PMC9985339	fulltexts/PMC9985339.xml
TriNet	trinet	36960450	PMC10028424	fulltexts/PMC10028424.xml
ViroProfiler	viroprofiler	36998174	PMC10072060	fulltexts/PMC10072060.xml
StarmapVis	starmapvis	36874160	PMC9976191	fulltexts/PMC9976191.xml
SMITH	smith	36825830	PMC10010604	fulltexts/PMC10010604.xml
DeepAction	deepaction	36792716	PMC9932075	fulltexts/PMC9932075.xml
ScreenDB	screendb	36802528	PMC10018448	fulltexts/PMC10018448.xml
CanICU	canicu	36765528	PMC9913129	fulltexts/PMC9913129.xml
COVID-19 MvsS	covid-19_mvss	36801619	PMC9934388	fulltexts/PMC9934388.xml
PriPath	pripath	36823571	PMC9947447	fulltexts/PMC9947447.xml
SSM	ssm_mat	36811007	PMC9939022	fulltexts/PMC9939022.xml
CycPeptMPDB	cycpeptmpdb	36930969	PMC10091415	fulltexts/PMC10091415.xml
CarveMe	carveme	30192979	PMC6125623	fulltexts/PMC6125623.xml
MASON	mason_rna	36750372	PMC10158992	fulltexts/PMC10158992.xml
imedigan	imedigan	36814939	PMC9940031	fulltexts/PMC9940031.xml
Phylostems	phylostems	36936370	PMC10017117	fulltexts/PMC10017117.xml
vaRHC	varhc	36916756	PMC10032633	fulltexts/PMC10032633.xml
coda4microbiome	coda4microbiome	36879227	PMC9990256	fulltexts/PMC9990256.xml
multiWGCNA	multiwgcna	36964502	PMC10039544	fulltexts/PMC10039544.xml
Rhometa	rhometa	36972309	PMC10079220	fulltexts/PMC10079220.xml
Immunolyser	immunolyser	36890882	PMC9988424	fulltexts/PMC9988424.xml
INSnet	insnet	36879189	PMC9990265	fulltexts/PMC9990265.xml
OutSingle	outsingle	36945891	PMC10089674	fulltexts/PMC10089674.xml
VIsoQLR	visoqlr	36881176	PMC10060319	fulltexts/PMC10060319.xml
ResNetKhib	resnetkhib	36880172	PMC10185920	fulltexts/PMC10185920.xml
lncHUB2	lnchub2	36869839	PMC9985331	fulltexts/PMC9985331.xml
Metheor	metheor	36940213	PMC10062925	fulltexts/PMC10062925.xml
JASPAR	jaspar	34850907	PMC8728201	fulltexts/PMC8728201.xml
JASPAR	jaspar	31701148	PMC7145627	fulltexts/PMC7145627.xml
JASPAR	jaspar	29140473	PMC5753243	fulltexts/PMC5753243.xml
JASPAR	jaspar	26531826	PMC4702842	fulltexts/PMC4702842.xml
JASPAR	jaspar	24194598	PMC3965086	fulltexts/PMC3965086.xml
JASPAR	jaspar	19906716	PMC2808906	fulltexts/PMC2808906.xml
JASPAR	jaspar	18006571	PMC2238834	fulltexts/PMC2238834.xml
JASPAR	jaspar	16381983	PMC1347477	fulltexts/PMC1347477.xml
ramr	ramr	34383893	PMC8696093	fulltexts/PMC8696093.xml
JASPAR RESTful API	jaspar_api	34850907	PMC8728201	fulltexts/PMC8728201.xml
JASPAR RESTful API	jaspar_api	29140473	PMC5753243	fulltexts/PMC5753243.xml
Sherlock	sherlock_nmr	36771127	PMC9920390	fulltexts/PMC9920390.xml
DataHarmonizer	dataharmonizer	36748616	PMC9973856	fulltexts/PMC9973856.xml
DEVEA	devea	36999088	PMC10043628	fulltexts/PMC10043628.xml
dbGaPCheckup	dbgapcheckup	36869285	PMC9985192	fulltexts/PMC9985192.xml
directLFQ	directlfq	37225017	PMC10315922	fulltexts/PMC10315922.xml
Scrooge	scrooge	36961334	PMC10191611	fulltexts/PMC10191611.xml
PrismEXP	prismexp	36874981	PMC9979837	fulltexts/PMC9979837.xml
BRINDA	brinda	36792034	PMC10202121	fulltexts/PMC10202121.xml
SYSVAC	sysvac	36804216	PMC10015272	fulltexts/PMC10015272.xml
stratify-hip	stratify-hip	36754375	PMC10460557	fulltexts/PMC10460557.xml
THINGS-data	things-data	36847339	PMC10038662	fulltexts/PMC10038662.xml
TelFinder	telfinder	36847562	PMC10100673	fulltexts/PMC10100673.xml
iDIO	idio	36807461	PMC10089090	fulltexts/PMC10089090.xml
DraculR	draculr	36833375	PMC9957079	fulltexts/PMC9957079.xml
JASPAR2018	jaspar2018	29140473	PMC5753243	fulltexts/PMC5753243.xml
GSuite HyperBrowser	gsuite_hyperbrowser	NA	PMC5493745	fulltexts/PMC5493745.xml
CHOPCHOP	chopchop	31106371	PMC6602426	fulltexts/PMC6602426.xml
CHOPCHOP	chopchop	27185894	PMC4987937	fulltexts/PMC4987937.xml
CHOPCHOP	chopchop	24861617	PMC4086086	fulltexts/PMC4086086.xml
epialleleR	epialleleR	36074460	PMC9459895	fulltexts/PMC9459895.xml
WEBnma	webnma	25547242	PMC4339738	fulltexts/PMC4339738.xml
WEBnma	webnma	15762993	PMC1274249	fulltexts/PMC1274249.xml
CLAIRE	claire_scrna	36821425	PMC9985174	fulltexts/PMC9985174.xml
PROST	prost_ont	36827259	PMC9992864	fulltexts/PMC9992864.xml
WEBnma3	webnma3	NA	PMC4339738	fulltexts/PMC4339738.xml
WEBnma3	webnma3	NA	PMC1274249	fulltexts/PMC1274249.xml
Genomic HyperBrowser	genomic_hyperbrowser	23632163	PMC3692097	fulltexts/PMC3692097.xml
The Genomic HyperBrowser	the_genomic_hyperbrowser	NA	PMC3046481	fulltexts/PMC3046481.xml
The Genomic HyperBrowser	the_genomic_hyperbrowser	NA	PMC2945788	fulltexts/PMC2945788.xml
The Genomic HyperBrowser	the_genomic_hyperbrowser	NA	PMC3315820	fulltexts/PMC3315820.xml
The Genomic HyperBrowser	the_genomic_hyperbrowser	NA	PMC3692097	fulltexts/PMC3692097.xml
baseLess	baseless	36818730	PMC9936955	fulltexts/PMC9936955.xml
FAIR-Checker	fair-checker	NA	PMC10315041	fulltexts/PMC10315041.xml
Salmobase	salmobase	28651544	PMC5485693	fulltexts/PMC5485693.xml
Salmobase	salmobase	27088604	PMC8127823	fulltexts/PMC8127823.xml
NeLS	nels	30271575	PMC6137412	fulltexts/PMC6137412.xml
MirGeneDB	mirgen	34850127	PMC8728216	fulltexts/PMC8728216.xml
MirGeneDB	mirgen	31598695	PMC6943042	fulltexts/PMC6943042.xml
Oligogenic resource for variant analysis (ORVAL)	Oligogenic_resource_for_variant_analysis	NA	PMC6602484	fulltexts/PMC6602484.xml
Digenic Diseases Database (DIDA)	dida	26481352	PMC4702791	fulltexts/PMC4702791.xml
Variant Combination Pathogenicity Predictor (VarCoPP) 2.0	Variant_Combinaton_Pathogenicity_Predictor	NA	PMC6575632	fulltexts/PMC6575632.xml
Variant Combination Pathogenicity Predictor (VarCoPP) 2.0	Variant_Combinaton_Pathogenicity_Predictor	NA	PMC10152795	fulltexts/PMC10152795.xml
MS2Rescore	ms2rescore	35803561	PMC9411678	fulltexts/PMC9411678.xml
MetaboDirect	metabodirect	36803638	PMC9936664	fulltexts/PMC9936664.xml
Wise2DBA (EBI)	wise2dba	NA	PMC9252731	fulltexts/PMC9252731.xml
nextstrain.org	nextstrain.org	NA	PMC6735699	fulltexts/PMC6735699.xml
nf-core-sarek	nf-core-sarek	32269765	PMC7111497	fulltexts/PMC7111497.xml
OLIDA: OLIgogenic diseases DAtabase	olida	35411390	PMC9216476	fulltexts/PMC9216476.xml
ResFinder	resfinder	22782487	PMC3468078	fulltexts/PMC3468078.xml
Mousepost	mousepost	36762471	PMC9976886	fulltexts/PMC9976886.xml
Training Infrastructure as a Service (TIaaS)	tiaas	NA	PMC10316688	fulltexts/PMC10316688.xml
VETA	veta_variantBenchmark	36061567	PMC9433717	fulltexts/PMC9433717.xml
JASS	jass	NA	PMC6978790	fulltexts/PMC6978790.xml
RINspector	RINspector	29028877	PMC5860209	fulltexts/PMC5860209.xml
RINspector	RINspector	29946443	PMC5998007	fulltexts/PMC5998007.xml
sequana_coverage	sequana_coverage	30192951	PMC6275460	fulltexts/PMC6275460.xml
Bioservices	bioservices	24064416	PMC3842755	fulltexts/PMC3842755.xml
MetExplore	metexplore	29718355	PMC6030842	fulltexts/PMC6030842.xml
MetExplore	metexplore	NA	PMC2896158	fulltexts/PMC2896158.xml
MetExplore	metexplore	28968733	PMC5860210	fulltexts/PMC5860210.xml
Raptor	raptor	34337360	PMC8313605	fulltexts/PMC8313605.xml
SoluProtMutsupDB	soluprotmutsupdb	36420168	PMC9678803	fulltexts/PMC9678803.xml
ColabFold	colabfold	NA	PMC9184281	fulltexts/PMC9184281.xml
MultiDataSet	multidataset	28095799	PMC5240259	fulltexts/PMC5240259.xml
rexposome	rexposome	36411288	PMC9678903	fulltexts/PMC9678903.xml
omicRexposome	omicrexposome	36411288	PMC9678903	fulltexts/PMC9678903.xml
Melting	melting	22591039	PMC3733425	fulltexts/PMC3733425.xml
iPromoter-Seqvec	ipromoter-seqvec	36192696	PMC9531353	fulltexts/PMC9531353.xml
BioTransformer	biotransformer	35536252	PMC9252798	fulltexts/PMC9252798.xml
Galaxy	galaxy	NA	PMC4987906	fulltexts/PMC4987906.xml
Galaxy	galaxy	NA	PMC9252830	fulltexts/PMC9252830.xml
Bgee	bgee	NA	PMC7778977	fulltexts/PMC7778977.xml
RRMScorer	rrmscorer	36689472	PMC9894542	fulltexts/PMC9894542.xml
RVDB-prot	rvdb-prot	32983411	PMC7492780	fulltexts/PMC7492780.xml
Foldseek	foldseek	NA	PMC10869269	fulltexts/PMC10869269.xml
epitope1D	epitope1d	37039696	PMC10199762	fulltexts/PMC10199762.xml
DGH-GO	dgh-go	37101154	PMC10134522	fulltexts/PMC10134522.xml
EPD	epd	NA	PMC5210552	fulltexts/PMC5210552.xml
EPD	epd	31680159	PMC7145694	fulltexts/PMC7145694.xml
myBrain-Seq	mybrain-seq	NA	PMC10135678	fulltexts/PMC10135678.xml
myBrain-Seq	mybrain-seq	NA	PMC9916039	fulltexts/PMC9916039.xml
PharmaGist	pharmagist	18424800	PMC2447755	fulltexts/PMC2447755.xml
DeepBIO	deepbio	36796796	PMC10123094	fulltexts/PMC10123094.xml
msConvert	msconvert	23051804	PMC3471674	fulltexts/PMC3471674.xml
SourceFinder	sourcefinder	36377945	PMC9769690	fulltexts/PMC9769690.xml
Nutritional Phenotype Database (dbnp)	dbnp	NA	PMC2935528	fulltexts/PMC2935528.xml
3D-BioInfo + BioExcel: Protein Conformational Ensembles Generation	3d-bioinfo_bioexcel_protein_conformational_ensembles_generation	31506435	PMC6736963	fulltexts/PMC6736963.xml
3D-BioInfo + BioExcel: Protein Conformational Ensembles Generation	3d-bioinfo_bioexcel_protein_conformational_ensembles_generation	32566135	PMC7284151	fulltexts/PMC7284151.xml
HIVoligoDB - The HIV oligonucleotide database	hivoligodb_-_the_hiv_oligonucleotide_database	NA	PMC5502365	fulltexts/PMC5502365.xml
COVID19 Outbreak Simulator	covid19_outbreak_simulator	34505002	PMC7928848	fulltexts/PMC7928848.xml
COVID19 Outbreak Simulator	covid19_outbreak_simulator	34272225	PMC8290949	fulltexts/PMC8290949.xml
SoS Notebook	sos_notebook	29790910	PMC6198852	fulltexts/PMC6198852.xml
PAQR	paqr	NA	PMC5875010	fulltexts/PMC5875010.xml
Flame	flame-enrichment	34356520	PMC8301326	fulltexts/PMC8301326.xml
HiFiAdapterFilt	hifiadapterfilt	35193521	PMC8864876	fulltexts/PMC8864876.xml
kmerAnalyzer	kmeranalyzer	34122498	PMC8194296	fulltexts/PMC8194296.xml
MAESTRO	maestro_standalone	25885774	PMC4403899	fulltexts/PMC4403899.xml
open-cravat	open-cravat	32228266	PMC7113103	fulltexts/PMC7113103.xml
Watchdog	watchdog	29534677	PMC5850912	fulltexts/PMC5850912.xml
Watchdog	watchdog	32556167	PMC7298769	fulltexts/PMC7298769.xml
UMIc	umic	34122513	PMC8193862	fulltexts/PMC8193862.xml
VariantSpark	variantspark	32761098	PMC7407261	fulltexts/PMC7407261.xml
Beyondcell	beyondcell	34911571	PMC8675493	fulltexts/PMC8675493.xml
BioLQM	biolqm	24321545	PMC3892043	fulltexts/PMC3892043.xml
COBRA.jl	COBRA.jl	28453682	PMC5408791	fulltexts/PMC5408791.xml
DFLpred	dflpred	2730763	PMC4908364	fulltexts/PMC4908364.xml
bio_contrast_subgraph	bio_contrast_subgraph	36852877	PMC9972522	fulltexts/PMC9972522.xml
TAMPA	tampa	36852763	PMC9972184	fulltexts/PMC9972184.xml
start-asap	start-asap	32134915	PMC7077848	fulltexts/PMC7077848.xml
Palo	palo	35642896	PMC9272793	fulltexts/PMC9272793.xml
Brainstorm	brainstorm	21584256	PMC3090754	fulltexts/PMC3090754.xml
ROIforMSI	roiformsi	37039115	PMC10087011	fulltexts/PMC10087011.xml
SyMBac	symbac	36447211	PMC9710168	fulltexts/PMC9710168.xml
HTRX	htrx	37033465	PMC10074024	fulltexts/PMC10074024.xml
LoMA	loma	36895025	PMC9996862	fulltexts/PMC9996862.xml
Neurodesk	neurodesk	36993557	PMC10055538	fulltexts/PMC10055538.xml
RetroRules	retrorules	30321422	PMC6323975	fulltexts/PMC6323975.xml
Galaxy-SynBioCAD	galaxy-synbiocad	36038542	PMC9424320	fulltexts/PMC9424320.xml
nRCFV_Reader	nrcfv_reader	37046225	PMC10099917	fulltexts/PMC10099917.xml
SAINT-Angle	saint-angle	37092035	PMC10115468	fulltexts/PMC10115468.xml
scEvoNet	scevonet	36879200	PMC9990205	fulltexts/PMC9990205.xml
SnakeMAGs	snakemags	36875992	PMC9978240	fulltexts/PMC9978240.xml
SNO	sno	37085483	PMC10121659	fulltexts/PMC10121659.xml
STrack	strack	36939355	PMC10117057	fulltexts/PMC10117057.xml
SynergyFinder plus (SynergyFinder+)	synergyfinder	NA	PMC5554616	fulltexts/PMC5554616.xml
Crossmapper	Crossmapper	31392323	PMC7049214	fulltexts/PMC7049214.xml
EvolClust	EvolClust	31560365	PMC7703780	fulltexts/PMC7703780.xml
perSVade	persvade	35974382	PMC9380391	fulltexts/PMC9380391.xml
DDGun	ddgun	31266447	PMC6606456	fulltexts/PMC6606456.xml
DDGun	ddgun	35524565	PMC9252764	fulltexts/PMC9252764.xml
GraphBepi	graphbepi	37039829	PMC10126322	fulltexts/PMC10126322.xml
Foldcomp	foldcomp	36961332	PMC10085514	fulltexts/PMC10085514.xml
CoBeL-RL	cobel-rl	36970657	PMC10033763	fulltexts/PMC10033763.xml
chiLife	chilife	37000838	PMC10096462	fulltexts/PMC10096462.xml
