PMCID,Sentence,True?,False?,NER_Tags,Topics
PMC5608769,"Whilst massPix has been developed for high resolution matrix assisted laser desorption ionisation (MALDI) data acquired with Thermo Scientific instrumentation, the software is vendor agnostic and can be applied to any data in imzML format independent of mass spectrometry platform.",FALSE,FALSE,"(7, 14, 'massPix', 'masspix')","Proteomics experiment, Statistics and probability, Imaging, Metabolomics"
PMC5608769,"massPix is compatible with Windows, Mac and Linux operating systems, and requires at least sufficient RAM to load the entire experimental dataset into memory (for instance to process 3 GB image file, ~3.2 GB memory is used).",FALSE,FALSE,"(0, 7, 'massPix', 'masspix')","Proteomics experiment, Statistics and probability, Imaging, Metabolomics"
PMC5608769,"massPix is run from the R scripting interface, however a detailed knowledge of R is not required to install and use the software.",FALSE,FALSE,"(0, 7, 'massPix', 'masspix')","Proteomics experiment, Statistics and probability, Imaging, Metabolomics"
PMC5608769,"massPix outputs high quality images, a data frame of the final normalised and annotated image which can be further manipulated in R, and csv files for spectra corresponding to cluster centers, PCA loadings, and lipid annotations.",FALSE,FALSE,"(0, 7, 'massPix', 'masspix')","Proteomics experiment, Statistics and probability, Imaging, Metabolomics"
PMC5608769,"The massPix R package, all R scripts, library files and the imzML Converter are available on GitHub (https://github.com/hallz/massPix).",FALSE,FALSE,"(4, 11, 'massPix', 'masspix')","Proteomics experiment, Statistics and probability, Imaging, Metabolomics"
PMC5608769,MALDI–MSI is currently more widely used within the field and these datasets have been used to developed massPix.,FALSE,FALSE,"(104, 111, 'massPix', 'masspix')","Proteomics experiment, Statistics and probability, Imaging, Metabolomics"
PMC5608769,The overall data processing workflow followed by massPix is shown (b),FALSE,FALSE,"(49, 56, 'massPix', 'masspix')","Proteomics experiment, Statistics and probability, Imaging, Metabolomics"
PMC5608769,The overall data processing workflow followed by massPix is shown (b),FALSE,FALSE,"(49, 56, 'massPix', 'masspix')","Proteomics experiment, Statistics and probability, Imaging, Metabolomics"
PMC5608769,massPix has the further capability to perform difference matching on deisotoped features to search for mass differences associated with measurement-introduced alternation (e.g.,FALSE,FALSE,"(1, 8, 'massPix', 'masspix')","Proteomics experiment, Statistics and probability, Imaging, Metabolomics"
PMC5608769,massPix uses an unsupervised approach to classify pixels of high spectral similarity using PCA (Fig.,FALSE,FALSE,"(0, 7, 'massPix', 'masspix')","Proteomics experiment, Statistics and probability, Imaging, Metabolomics"
PMC5608769,The use of massPix software can thus aid interpretation of region-specific molecular changes.,FALSE,FALSE,"(11, 18, 'massPix', 'masspix')","Proteomics experiment, Statistics and probability, Imaging, Metabolomics"
PMC5608769,"Single ion distributions produced by massPix for [PC(36:1)+K]+, [PC(38:6)+K]+ , [PC(40:6)+K]+, in a sub-section of cerebellum (b).",FALSE,FALSE,"(37, 44, 'massPix', 'masspix')","Proteomics experiment, Statistics and probability, Imaging, Metabolomics"
PMC5608769,"Availability and implementation: The source code, R package, documentation and test data are freely available to download from https://github.com/hallz/massPix.",FALSE,FALSE,"(152, 159, 'massPix', 'masspix')","Proteomics experiment, Statistics and probability, Imaging, Metabolomics"
PMC5608769,massPix is distributed under the GNU General Public Licence (version 3).,FALSE,FALSE,"(0, 7, 'massPix', 'masspix')","Proteomics experiment, Statistics and probability, Imaging, Metabolomics"
PMC7953914,The International Wheat Information System (WheatIS) Expert Working Group (EWG) was initiated in 2012 under the Wheat Initiative with a broad range of contributing organizations.,FALSE,FALSE,"(44, 51, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"The mission of the WheatIS EWG was to create an informational infrastructure, establish data standards, and build a single portal that allows search, retrieval, and display of globally distributed wheat data sets that are indexed in standard data formats at servers around the world.",FALSE,FALSE,"(19, 26, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"The web portal at WheatIS.org was released publicly in 2015, and by 2020, it expanded to 8 geographically-distributed nodes and around 20 organizations under its umbrella.",FALSE,FALSE,"(18, 25, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"Realizing the importance of findability and accessibility of wheat data sets distributed around the world, the Wheat Information System (WheatIS) Expert Working Group was established in 2012 to develop data standards for the wheat community and enable data query and access to globally-distributed data sets in standardized formats.",FALSE,FALSE,"(137, 144, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"Three years after the inception of the WheatIS EWG, the WheatIS portal was made publicly available in 2015 through wheatis.org.",FALSE,FALSE,"(39, 46, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"Currently, the web portal is maintained at the University of Western Australia, Australia, and the portal WheatIS servers are located at the “Plant Bioinformatics Facility” hosted by URGI France.",FALSE,FALSE,"(106, 113, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"Only after 7 years, WheatIS “nodes,” i.e., servers that contain indexed and formatted data sets, proliferated and are currently distributed in 3 continents in 5 countries, demonstrating the buy-in from the wheat research communities ( Alaux et al., 2018; Blake et al., 2019; Scheben et al., 2019; Wilkinson et al., 2016b; Yuan et al., 2017).",FALSE,FALSE,"(20, 27, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,Goals of WheatIS Expert Working Group.,FALSE,FALSE,"(10, 17, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"The Wheat Initiative tasked the WheatIS EWG’s to provide the international wheat research community with easy access to wheat genetics, phenotype with environmental information, genomic data and bioinformatics tools, and to support and promote the diverse wheat databases internationally.",FALSE,FALSE,"(32, 39, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"To help, the Wheat Data Interoperability Working Group (WDI-WG) was created as one of the Research Data Alliance working groups, under the umbrella of the WheatIS Expert Working Group.",FALSE,FALSE,"(155, 162, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"Some members belong to the WheatIS EWG, other have a more fundamental or transversal interest.",FALSE,FALSE,"(27, 34, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"To this date, no salary is provided to WheatIS EWG members or the members of their research groups to create or contribute to wheatis.org.",FALSE,FALSE,"(39, 46, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"This meager funding from the Wheat Initiative means that many people that are involved in the WheatIS EWG activities, such as curating data, building indexed data sets, configuring and maintaining servers, are doing these tasks on a volunteer basis in addition to their regular daily tasks.",FALSE,FALSE,"(94, 101, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"Fortunately, both computational and experimental research groups that are part of the WheatIS community recognize the primary importance of data availability, access, and sharing through wheatis.org, and because it is beneficial to the larger scientific community, they consider their service a crucial part of their scientific responsibility.",FALSE,FALSE,"(86, 93, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"The most significant accomplishment of the WheatIS EWG is the creation of a central hub, called WheatIS that provides a publicly available single-entry point.",FALSE,FALSE,"(43, 50, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"The WheatIS core server have access to resources at the globally-distributed nodes and enables data query and extraction through the web portal, unifying data discovery for the wheat research community.",FALSE,FALSE,"(4, 11, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"Specifically, the WheatIS portal was created to: 1) provide access to a data file repository storing files with their associated metadata; 2) allow queries to find data available in the WheatIS core and its nodes using keywords through a google-like search engine; 3) Data standards recommendations ( Dzale Yeumo et al., 2017); and 4) catalog several dedicated integrative databases that manage data types such as genomic, genetic, phenotypic, and functional genomic.",FALSE,FALSE,"(18, 25, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,Current WheatIS searchable nodes.,FALSE,FALSE,"(9, 16, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"The following are the current organizations that manage a WheatIS server node: 1) the International Maize and Wheat Improvement Center CIMMYT (Mexico), 2) the European Bioinformatics Institute (EMBL-EBI) (UK), 3) the GrainGenes database (USA), 4) the Gramene database (USA), 5) the Triticeae Toolbox database (USA), 6) Transplant-IPGPAS (Poland), 7) l’Unité de Recherche Génomique Info (URGI) (France), and 8) wheatgenome.info at the University of Western Australia (Australia).",FALSE,FALSE,"(58, 65, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,Rules of how to become a part of the WheatIS community.,FALSE,FALSE,"(38, 45, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"The WheatIS community is always expanding, adding new data sets and nodes from groups that never contributed data to wheatis.org.",FALSE,FALSE,"(4, 11, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"WheatIS contributing members provides know-how and support to those who would like to create and maintain their own WheatIS nodes at their locations or contribute data to WheatIS, a simple request to wheatis-contact@wheatis.org will provide help and support.",FALSE,FALSE,"(0, 7, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"Our primary goal for the WheatIS Expert Working Group is to create a single portal that can query indexed data sets distributed worldwide, extract information, and provide access to these data sets to the wheat research community.",FALSE,FALSE,"(25, 32, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,The size and types of data sets accessible at WheatIS are growing daily with more nodes being added.,FALSE,FALSE,"(46, 53, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"In all apparent measures, WheatIS is successful in building up a highly collaborative community of wheat research groups and creating a valuable product that is useful in connecting heterogenous data sets.",FALSE,FALSE,"(26, 33, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"In the case of WheatIS, the remarkable need to search, reach, and extract wheat data sets that are generated across the globe was a given among wheat scientists, and still energizes the community as more data sets are being generated with continually cheapening experimental technologies and computational power.",FALSE,FALSE,"(15, 22, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"In the case of WheatIS EWG, the formation of the Wheat Initiative by G20 ministers of agriculture instantly created such a supra-national umbrella organization.",FALSE,FALSE,"(15, 22, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"It is also important to mention that some members of the WheatIS EWG are also members of the maize, Brassica and rice communities and their contributions played a significant role in WheatIS’s success and in turn their experience in the WheatIS initiative are making an impact in their communities.",FALSE,FALSE,"(57, 64, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"It needed technical expertise to build and maintain a strong computational infrastructure and create data formats to make data sets readable; scientific expertise to understand different types of wheat data sets (including genetic, genomic, phenotypic, and metabolic); outreach capability to help build relationships to add new nodes with new data sets; and leaders who not only motivate and manage personnel, but also work with the Wheat Initiative and the broader wheat community to promote and support WheatIS.",FALSE,FALSE,"(505, 512, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"For WheatIS, or for any scientific community for that matter, the critical question is the type of the expertise needed and how much time the experts can devote to a fledgling community.",FALSE,FALSE,"(4, 11, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"When the WheatIS EWG was formed to create a single portal to make wheat data sets findable, accessible, and shareable ( Wilkinson et al., 2016a), the initial focus was primarily on the data sets.",FALSE,FALSE,"(9, 16, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"However, sharing data sets also lead to strengthening wheat communities as well, which happened for WheatIS working under the Wheat Initiative.",FALSE,FALSE,"(100, 107, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"Through WheatIS and through sharing data sets, WheatIS has evolved into a fledgling nexus for the other EWGs, a few in the beginning, and more later, to contribute to a single portal where any data points generated would be made accessible.",FALSE,FALSE,"(8, 15, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"Through this communication network, WheatIS is helping the Wheat Initiative to become a more cohesive group and facilitates future collaborations.",FALSE,FALSE,"(36, 43, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"Although the current graphical user interface for WheatIS is functional, it needs improvement in several areas.",FALSE,FALSE,"(50, 57, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"In the new interface, which we colloquially name WheatIS 2.0, we plan not only to work with the cosmetic issues, but also functional issues such as providing a more advanced and easy-to-use search capabilities.",FALSE,FALSE,"(49, 56, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,The WheatIS 2.0 will be shaped in these and other specific areas that were identified through personal discussions in the EWG meetings and the feedback we received from actual users.,FALSE,FALSE,"(4, 11, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,We first thank the “Wheat Information System Expert Working Group” (WheatIS EWG) members for their valuable input to build this infrastructure.,FALSE,FALSE,"(68, 75, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"We thank the Wheat Initiative led by Hélène Lucas, Peter Langridge and Frank Ordon that created a remarkable umbrella organization for WheatIS to thrive.",FALSE,FALSE,"(135, 142, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,I wonder if they are planning to provide some data analytics or AI type of data prediction in WheatIS in the future.,FALSE,FALSE,"(95, 102, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"The manuscript described the process and successful experiences of forming an international research community, namely the international Wheat Information System (WheatIS) Expert working group.",FALSE,FALSE,"(163, 170, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"At the lowest level of quality check, when a new dataset is indexed at one of the nodes, the WheatIS system automatically checks its formatting, and if the dataset is not formatted correctly, it is not displayed through the web interface, and flagged for further quality check.",FALSE,FALSE,"(93, 100, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914," Although correct formatting and accurate display of the datasets are important, the most important criterion for indexing a dataset at WheatIS is primarily its scientific value for the WheatIS users.",FALSE,FALSE,"(136, 143, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,The process of selecting and indexing datasets at the WheatIS nodes is crucial; every dataset available through the WheatIS framework needs to be high-quality.,FALSE,FALSE,"(54, 61, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"Therefore, all indexed datasets at WheatIS are required to be either peer-reviewed, manually curated by professional curators, or both.",FALSE,FALSE,"(35, 42, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,Most datasets at WheatIS are the products of peer-reviewed scientific research with associated peer-reviewed publications.,FALSE,FALSE,"(17, 24, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC7953914,"In addition to our ongoing volunteer efforts, we continuously look for new funding resources for WheatIS.",FALSE,FALSE,"(97, 104, 'WheatIS', 'WheatIS')","Plant biology, Ecology, Biological databases, Bioinformatics, Agricultural science"
PMC11223827,The PSIPRED Workbench is available at http://bioinf.cs.ucl.ac.uk/psipred.,FALSE,FALSE,"(4, 11, 'PSIPRED', 'psipred')","Structure prediction, Protein folds and structural domains, Protein secondary structure, Protein folding, stability and design, Protein structure analysis"
PMC11223827,The PSIPRED Workbench is part of a worldwide ecosystem of Bioscience data repositories and web services.,FALSE,FALSE,"(4, 11, 'PSIPRED', 'psipred')","Structure prediction, Protein folds and structural domains, Protein secondary structure, Protein folding, stability and design, Protein structure analysis"
PMC11223827,We have been developing the PSIPRED Workbench for nearly 25 years.,FALSE,FALSE,"(28, 35, 'PSIPRED', 'psipred')","Structure prediction, Protein folds and structural domains, Protein secondary structure, Protein folding, stability and design, Protein structure analysis"
PMC11223827,"Since 2019, we have published a number of new methods in the UCL Bioinformatics Group and have made some of these available online via the PSIPRED Workbench.",FALSE,FALSE,"(139, 146, 'PSIPRED', 'psipred')","Structure prediction, Protein folds and structural domains, Protein secondary structure, Protein folding, stability and design, Protein structure analysis"
PMC11223827,"Similarly to PSIPRED, S4PRED prediction results comprise a confidence score, a cartoon representation, 3-state prediction assignment, and the original amino acid sequence.",FALSE,FALSE,"(13, 20, 'PSIPRED', 'psipred')","Structure prediction, Protein folds and structural domains, Protein secondary structure, Protein folding, stability and design, Protein structure analysis"
PMC11223827,"This is a significant improvement over our cutting edge PSIPRED method, which achieves a Q3 accuracy of 70.6% when tested on single sequences without any provided homology information.",FALSE,FALSE,"(56, 63, 'PSIPRED', 'psipred')","Structure prediction, Protein folds and structural domains, Protein secondary structure, Protein folding, stability and design, Protein structure analysis"
PMC11223827,The PSIPRED Workbench offers a number of analysis methods.,FALSE,FALSE,"(4, 11, 'PSIPRED', 'psipred')","Structure prediction, Protein folds and structural domains, Protein secondary structure, Protein folding, stability and design, Protein structure analysis"
PMC11223827,Methods available via the PSIPRED workbench,FALSE,FALSE,"(26, 33, 'PSIPRED', 'psipred')","Structure prediction, Protein folds and structural domains, Protein secondary structure, Protein folding, stability and design, Protein structure analysis"
PMC11223827,"Figure 4 shows the trends in usage of the PSIPRED web server since 2018, when our faster and more user-friendly web site was first launched.",FALSE,FALSE,"(42, 49, 'PSIPRED', 'psipred')","Structure prediction, Protein folds and structural domains, Protein secondary structure, Protein folding, stability and design, Protein structure analysis"
PMC11223827,Total number of predictive analysis tasks run by the PSIPRED Workbench in the years 2019 to 2023.,FALSE,FALSE,"(53, 60, 'PSIPRED', 'psipred')","Structure prediction, Protein folds and structural domains, Protein secondary structure, Protein folding, stability and design, Protein structure analysis"
PMC11223827,The PSIPRED workbench remains a popular and well-used bioinformatics resource for researchers across the globe.,FALSE,FALSE,"(4, 11, 'PSIPRED', 'psipred')","Structure prediction, Protein folds and structural domains, Protein secondary structure, Protein folding, stability and design, Protein structure analysis"
PMC11223827,Funding for the PSIPRED Workbench is provided by the UK’s Biotechnology and Biological Sciences Research Council under BBSRC [BB/T019379/1].,FALSE,FALSE,"(16, 23, 'PSIPRED', 'psipred')","Structure prediction, Protein folds and structural domains, Protein secondary structure, Protein folding, stability and design, Protein structure analysis"
PMC11508656,"Thus, APE could be applied in the future as an accelerator of endothelial cell proliferation after, e.g., stent placement or atherosclerosis.",FALSE,TRUE,"(6, 9, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"In a first preliminary pilot study, it was shown that the supplementation of human umbilical vein endothelial cells (HUVECs) with an aqueous extract of AP (APE) did not harm the cells but dose-dependently enhanced the development of an endothelial cell monolayer in vitro four days after seeding [17].",FALSE,TRUE,"(156, 159, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,These data led us to hypothesise that APE can influence the proliferation of HUVECs and the formation of thrombi.,FALSE,TRUE,"(38, 41, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"HUVECs were seeded in well plates in a cell culture medium supplemented with APE at three different concentrations (50, 100, and 200 µg/mL) [17].",FALSE,TRUE,"(77, 80, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,The HUVECs were evaluated at least 12 h after APE and cell culture medium supplementation to avoid a misinterpretation of the morphological state of the endothelial cells [21].,FALSE,TRUE,"(46, 49, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"The effect of APE on the proliferation of HUVECs was assessed in real-time by the xCELLigence system E-plate 16 (ACEA Biosciences, Inc., San Diego, CA, USA) for 85 h at 10 min intervals.",FALSE,TRUE,"(14, 17, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"The effect of APE in increasing concentrations (0 µg/mL, 50 µg/mL, 100 µg/mL, and 200 µg/mL) on the CI was measured.",FALSE,TRUE,"(14, 17, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,The endothelial cells reacted very differently to the addition of APE depending on the concentration of the extract.,FALSE,TRUE,"(66, 69, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"Compared to the control cells (46,720.0 ± 6473.9), there was a significant increase in endothelial cells 85 h after the addition of APE at 50 µg/mL (62,428.3 ± 4035.8) and at 100 µg/mL (70,931.1 ± 4850.2).",FALSE,TRUE,"(132, 135, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,Figure 2 clearly shows that the addition of 100 µg/mL APE resulted in a significant increase in the HUVEC density already after 48 h (25%) and even more so after 85 h (52%) of culturing compared to that in the control cells.,FALSE,TRUE,"(54, 57, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"As an example, the course of monolayer growth for the addition of 100 µg/mL APE is shown in Figure 4.",FALSE,TRUE,"(76, 79, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"While the addition of APE at a concentration of 50 µg/mL caused no change in monolayer growth compared to that in the control cells (p = 0.60), the cell index was significantly increased by 22% 85 h after the addition of 100 µg/mL of APE compared to that in the control cells (p = 0.0054).",FALSE,TRUE,"(22, 25, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"Two days after cell seeding and continuous cultivation in culture medium with APE, no significant differences in viability between untreated and APE-treated HUVECs could be detected (Figure 5).",FALSE,TRUE,"(78, 81, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"Eighty-five hours after cell seeding, a higher number of viable HUVECs cultured with APE-100 and APE-200 was detected compared to that in the control cells.",FALSE,TRUE,"(85, 88, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,There were also significantly more viable HUVECs after the addition of APE-200 than after the addition of AP 50.,FALSE,TRUE,"(71, 74, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"To analyse the influence of the possible damage of APE on HUVECs, the integrity of the outer endothelial cell membrane was examined.",FALSE,TRUE,"(51, 54, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"Therefore, two days after cell seeding, no cell damage caused by the addition of the APE was detected.",FALSE,TRUE,"(85, 88, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"Interestingly, the lowest LDH release also occurred in HUVECs treated with APE-100.",FALSE,TRUE,"(75, 78, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"Four days after cell seeding, LDH release was significantly lower in cell cultures treated with APE-50 and APE-100 compared to that in the untreated control.",FALSE,TRUE,"(96, 99, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,Cells cultured with APE-200 showed no differences compared to the control cells.,FALSE,TRUE,"(20, 23, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,It can therefore be concluded that the cultivation of cells with APE does not have a negative effect on the integrity of the cell membrane and does not induce cell damage in the concentration range investigated.,FALSE,TRUE,"(65, 68, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,The absorbance values obtained for the APE-treated cells were then normalised to this value.,FALSE,TRUE,"(39, 42, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"Forty-eight hours after cell seeding, the metabolic activity of all the APE-treated HUVECs was significantly higher than 100% and thus above that of the untreated control cells.",FALSE,TRUE,"(72, 75, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,A significantly increased metabolic activity was observed in cells cultured with 100 µg/mL APE compared to 50 and 200 µg/mL APE (Figure 8).,FALSE,TRUE,"(91, 94, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"Eighty-five hours after cell seeding, the metabolic activity of all the APE-treated cells was still above 100% and thus significantly higher than that of the untreated control.",FALSE,TRUE,"(72, 75, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,The highest metabolic activity was again observed in HUVECs cultured with APE-100 (Figure 8).,FALSE,TRUE,"(74, 77, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"Forty-eight hours after cell seeding, a significantly increased prostacyclin release was observed in APE-200-treated HUVECs compared to untreated and APE-50- and APE-100-treated cells (Figure 9).",FALSE,TRUE,"(101, 104, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,The significantly highest release was observed in APE-50-treated HUVECs compared to control and APE-100-treated cells.,FALSE,TRUE,"(50, 53, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,HUVECs cultured with APE-100 showed the significantly lowest prostacyclin release compared to APE-50- and APE-200-treated cells (Figure 9).,FALSE,TRUE,"(21, 24, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"To investigate the influence of cultivating HUVECs with APE on a possible inflammatory activation of the cells, the release of the pro-inflammatory interleukin-6 (IL-6) was analysed.",FALSE,TRUE,"(56, 59, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"Forty-eight hours after seeding, the significantly highest IL-6 release was found for HUVECs treated with APE-200 compared to those of the untreated and APE-100-treated cells.",FALSE,TRUE,"(106, 109, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,The lowest release was found in APE-100-treated HUVECs (Figure 10).,FALSE,TRUE,"(32, 35, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,The lowest IL-6 release occurred in untreated control cells compared to those in APE-50- and APE-200-treated cells.,FALSE,TRUE,"(81, 84, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,The highest release was observed in APE-200-treated HUVECs compared to that in APE-100-treated and untreated cells.,FALSE,TRUE,"(36, 39, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"Compared to APE-200- and APE-50-treated cells, the release of IL-6 by APE-100-treated cells was significantly reduced (Figure 10).",FALSE,TRUE,"(12, 15, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,"It can therefore be concluded that the release of IL-6 was significantly increased by culturing the cells in APE-50 and APE-200, whereas culturing the cells in APE-100 was comparable to the release of IL-6 from untreated HUVECs.",FALSE,TRUE,"(109, 112, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
PMC11508656,Figure 11 shows adherent HUVECs after supplementation of the culture medium with 100 µg/mL APE.,FALSE,TRUE,"(91, 94, 'APE', 'ape')","Workflows, Ontology and terminology, Bioinformatics"
